code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-ru_RU;label-it_IT;localizable;scopable;allowed_extensions;metric_family;default_metric_unit
attr_142;pim_catalog_textarea;attr_gr_11;0;"pim_catalog_text dignissimos sint";"pim_catalog_text beatae voluptatem";"pim_catalog_text id omnis";"pim_catalog_text placeat ratione";0;0;;;
attr_143;pim_catalog_metric;attr_gr_6;0;"pim_catalog_text sit et";"pim_catalog_text tempora consequatur";"pim_catalog_text unde quis";"pim_catalog_text consequatur perferendis";0;0;;Length;METER
attr_144;pim_catalog_image;attr_gr_14;0;"pim_catalog_text nostrum veritatis";"pim_catalog_text ullam atque";"pim_catalog_text facilis quis";"pim_catalog_text omnis ut";0;0;jpg,png;;
attr_145;pim_catalog_simpleselect;attr_gr_7;0;"pim_catalog_text consequuntur aut";"pim_catalog_text ullam vero";"pim_catalog_text occaecati magnam";"pim_catalog_text ullam ea";0;0;;;
attr_146;pim_catalog_date;attr_gr_10;0;"pim_catalog_text vero rerum";"pim_catalog_text dignissimos commodi";"pim_catalog_text velit ducimus";"pim_catalog_text sit id";0;0;;;
attr_147;pim_catalog_price_collection;attr_gr_1;0;"pim_catalog_text et voluptas";"pim_catalog_text tempore consequatur";"pim_catalog_text magnam nisi";"pim_catalog_text occaecati quisquam";0;0;;;
attr_148;pim_catalog_text;attr_gr_7;0;"pim_catalog_text corrupti rerum";"pim_catalog_text dolorum quod";"pim_catalog_text doloribus quisquam";"pim_catalog_text tempore omnis";0;0;;;
attr_149;pim_catalog_multiselect;attr_gr_10;0;"pim_catalog_text ipsum aut";"pim_catalog_text quia rerum";"pim_catalog_text architecto autem";"pim_catalog_text quis mollitia";0;0;;;
attr_150;pim_catalog_price_collection;attr_gr_11;0;"pim_catalog_text adipisci quia";"pim_catalog_text non pariatur";"pim_catalog_text et id";"pim_catalog_text rerum dolor";1;0;;;
attr_151;pim_catalog_image;attr_gr_10;0;"pim_catalog_text hic sed";"pim_catalog_text a quos";"pim_catalog_text quam aut";"pim_catalog_text et debitis";0;0;jpg,png;;
attr_152;pim_catalog_image;attr_gr_10;1;"pim_catalog_text iusto atque";"pim_catalog_text aut ea";"pim_catalog_text porro et";"pim_catalog_text sed sit";0;0;pdf,jpg;;
attr_153;pim_catalog_multiselect;attr_gr_3;1;"pim_catalog_text exercitationem quia";"pim_catalog_text temporibus rerum";"pim_catalog_text ad non";"pim_catalog_text accusantium sit";0;0;;;
attr_154;pim_catalog_metric;attr_gr_1;0;"pim_catalog_text quia placeat";"pim_catalog_text consectetur consectetur";"pim_catalog_text in et";"pim_catalog_text atque eos";0;0;;Length;METER
attr_155;pim_catalog_text;attr_gr_1;0;"pim_catalog_text praesentium sequi";"pim_catalog_text quia ea";"pim_catalog_text quaerat unde";"pim_catalog_text est mollitia";0;0;;;
attr_156;pim_catalog_simpleselect;attr_gr_13;0;"pim_catalog_text nesciunt qui";"pim_catalog_text quo deleniti";"pim_catalog_text nulla qui";"pim_catalog_text aliquam porro";0;0;;;
attr_157;pim_catalog_number;attr_gr_12;0;"pim_catalog_text numquam quisquam";"pim_catalog_text ipsam qui";"pim_catalog_text praesentium sed";"pim_catalog_text quibusdam doloremque";0;0;;;
attr_158;pim_catalog_metric;attr_gr_0;0;"pim_catalog_text architecto illo";"pim_catalog_text dolor amet";"pim_catalog_text aut sed";"pim_catalog_text non libero";0;0;;Length;METER
attr_159;pim_catalog_file;attr_gr_1;0;"pim_catalog_text inventore inventore";"pim_catalog_text ea et";"pim_catalog_text explicabo dolorem";"pim_catalog_text dolore natus";0;0;pdf,png;;
attr_160;pim_catalog_multiselect;attr_gr_0;0;"pim_catalog_text est voluptatum";"pim_catalog_text voluptatibus aut";"pim_catalog_text dolor dicta";"pim_catalog_text iusto dignissimos";0;0;;;
attr_161;pim_catalog_file;attr_gr_10;0;"pim_catalog_text sunt rerum";"pim_catalog_text consectetur et";"pim_catalog_text quia ut";"pim_catalog_text non placeat";0;0;png,pdf;;
attr_162;pim_catalog_image;attr_gr_9;0;"pim_catalog_text omnis harum";"pim_catalog_text quo aliquid";"pim_catalog_text omnis doloremque";"pim_catalog_text facere aperiam";0;0;png,pdf;;
attr_163;pim_catalog_boolean;attr_gr_3;1;"pim_catalog_text tenetur ex";"pim_catalog_text voluptatem assumenda";"pim_catalog_text voluptas iure";"pim_catalog_text aut minus";0;0;;;
attr_164;pim_catalog_file;attr_gr_0;0;"pim_catalog_text voluptatum nemo";"pim_catalog_text id perspiciatis";"pim_catalog_text doloremque sed";"pim_catalog_text animi ut";0;0;pdf,png;;
attr_165;pim_catalog_date;attr_gr_5;0;"pim_catalog_text molestias eius";"pim_catalog_text quisquam dolorem";"pim_catalog_text aut nobis";"pim_catalog_text corrupti voluptates";0;0;;;
attr_166;pim_catalog_textarea;attr_gr_4;0;"pim_catalog_text voluptas asperiores";"pim_catalog_text commodi autem";"pim_catalog_text amet asperiores";"pim_catalog_text vel tempora";0;0;;;
attr_167;pim_catalog_number;attr_gr_1;0;"pim_catalog_text voluptate omnis";"pim_catalog_text animi non";"pim_catalog_text et fugiat";"pim_catalog_text ut et";0;0;;;
attr_168;pim_catalog_textarea;attr_gr_2;0;"pim_catalog_text est sed";"pim_catalog_text natus aut";"pim_catalog_text provident enim";"pim_catalog_text omnis aut";0;0;;;
attr_169;pim_catalog_boolean;attr_gr_5;0;"pim_catalog_text vel cum";"pim_catalog_text occaecati earum";"pim_catalog_text eum aut";"pim_catalog_text maxime est";1;0;;;
attr_170;pim_catalog_image;attr_gr_5;0;"pim_catalog_text eum velit";"pim_catalog_text quos nisi";"pim_catalog_text odit sint";"pim_catalog_text id sit";0;0;jpg,pdf;;
attr_171;pim_catalog_metric;attr_gr_9;1;"pim_catalog_text unde corporis";"pim_catalog_text error sit";"pim_catalog_text labore nesciunt";"pim_catalog_text illo accusamus";0;0;;Length;METER
attr_172;pim_catalog_file;attr_gr_1;0;"pim_catalog_text maiores sit";"pim_catalog_text earum quaerat";"pim_catalog_text est molestiae";"pim_catalog_text et corporis";0;0;pdf,png;;
attr_173;pim_catalog_text;attr_gr_13;0;"pim_catalog_text suscipit itaque";"pim_catalog_text tempora impedit";"pim_catalog_text ipsum dolor";"pim_catalog_text placeat qui";0;0;;;
attr_174;pim_catalog_date;attr_gr_13;0;"pim_catalog_text aperiam ut";"pim_catalog_text accusamus voluptatibus";"pim_catalog_text facilis autem";"pim_catalog_text et ducimus";0;0;;;
attr_175;pim_catalog_text;attr_gr_12;0;"pim_catalog_text eos ea";"pim_catalog_text repudiandae at";"pim_catalog_text quis voluptate";"pim_catalog_text quod ullam";1;0;;;
attr_176;pim_catalog_image;attr_gr_13;1;"pim_catalog_text excepturi non";"pim_catalog_text earum non";"pim_catalog_text voluptates nostrum";"pim_catalog_text quae ut";0;0;png,jpg;;
attr_177;pim_catalog_textarea;attr_gr_13;0;"pim_catalog_text molestiae cupiditate";"pim_catalog_text iure aliquam";"pim_catalog_text sint error";"pim_catalog_text animi perspiciatis";0;0;;;
attr_178;pim_catalog_file;attr_gr_3;0;"pim_catalog_text qui nihil";"pim_catalog_text labore ratione";"pim_catalog_text qui nesciunt";"pim_catalog_text optio est";0;0;jpg,png;;
attr_179;pim_catalog_metric;attr_gr_13;0;"pim_catalog_text nihil eligendi";"pim_catalog_text quas voluptas";"pim_catalog_text omnis quo";"pim_catalog_text et eveniet";0;1;;Length;METER
attr_180;pim_catalog_image;attr_gr_2;0;"pim_catalog_text dolorem nulla";"pim_catalog_text vero quam";"pim_catalog_text sunt quia";"pim_catalog_text rerum ab";0;0;png,pdf;;
attr_181;pim_catalog_image;attr_gr_14;0;"pim_catalog_text molestiae dolorem";"pim_catalog_text non aut";"pim_catalog_text beatae voluptatem";"pim_catalog_text id omnis";0;0;pdf,png;;
attr_182;pim_catalog_date;attr_gr_4;0;"pim_catalog_text aliquam aut";"pim_catalog_text dolor necessitatibus";"pim_catalog_text qui ea";"pim_catalog_text sed consequatur";0;0;;;
attr_183;pim_catalog_text;attr_gr_1;0;"pim_catalog_text est fugit";"pim_catalog_text alias enim";"pim_catalog_text dolores velit";"pim_catalog_text odio non";0;0;;;
attr_184;pim_catalog_image;attr_gr_5;0;"pim_catalog_text possimus consequatur";"pim_catalog_text error magnam";"pim_catalog_text qui voluptas";"pim_catalog_text ex velit";0;0;pdf,jpg;;
attr_185;pim_catalog_simpleselect;attr_gr_13;0;"pim_catalog_text occaecati eum";"pim_catalog_text eum sed";"pim_catalog_text in id";"pim_catalog_text occaecati quaerat";0;0;;;
attr_186;pim_catalog_multiselect;attr_gr_1;0;"pim_catalog_text sit et";"pim_catalog_text tenetur quos";"pim_catalog_text explicabo officia";"pim_catalog_text ratione laudantium";0;0;;;
attr_187;pim_catalog_text;attr_gr_5;0;"pim_catalog_text error debitis";"pim_catalog_text id nam";"pim_catalog_text laborum reprehenderit";"pim_catalog_text odit vitae";0;0;;;
attr_188;pim_catalog_textarea;attr_gr_12;1;"pim_catalog_text neque facilis";"pim_catalog_text accusantium consequuntur";"pim_catalog_text nam voluptatem";"pim_catalog_text architecto nemo";0;0;;;
attr_189;pim_catalog_metric;attr_gr_4;0;"pim_catalog_text cum nemo";"pim_catalog_text est quam";"pim_catalog_text et aliquam";"pim_catalog_text repellat excepturi";0;0;;Length;METER
attr_190;pim_catalog_multiselect;attr_gr_13;0;"pim_catalog_text sit quia";"pim_catalog_text est commodi";"pim_catalog_text nobis debitis";"pim_catalog_text sunt quam";0;0;;;
attr_191;pim_catalog_number;attr_gr_0;0;"pim_catalog_text veniam voluptatibus";"pim_catalog_text debitis facilis";"pim_catalog_text reprehenderit aut";"pim_catalog_text tempora voluptas";0;0;;;
attr_192;pim_catalog_metric;attr_gr_6;0;"pim_catalog_text incidunt ratione";"pim_catalog_text nihil quisquam";"pim_catalog_text velit dolore";"pim_catalog_text consequatur neque";0;0;;Length;METER
attr_193;pim_catalog_multiselect;attr_gr_14;0;"pim_catalog_text qui dolorem";"pim_catalog_text corporis illum";"pim_catalog_text aut omnis";"pim_catalog_text voluptatum laboriosam";0;0;;;
attr_194;pim_catalog_number;attr_gr_2;0;"pim_catalog_text voluptas praesentium";"pim_catalog_text reprehenderit provident";"pim_catalog_text architecto rerum";"pim_catalog_text consectetur ex";1;0;;;
attr_195;pim_catalog_boolean;attr_gr_5;0;"pim_catalog_text rem voluptas";"pim_catalog_text aut rerum";"pim_catalog_text fuga tempore";"pim_catalog_text eos eum";0;0;;;
attr_196;pim_catalog_multiselect;attr_gr_12;0;"pim_catalog_text et aut";"pim_catalog_text sint odit";"pim_catalog_text qui unde";"pim_catalog_text id est";0;0;;;
attr_197;pim_catalog_image;attr_gr_3;0;"pim_catalog_text aut maxime";"pim_catalog_text maiores in";"pim_catalog_text incidunt quis";"pim_catalog_text occaecati et";0;0;pdf,png;;
attr_198;pim_catalog_date;attr_gr_5;0;"pim_catalog_text explicabo aut";"pim_catalog_text voluptatum deserunt";"pim_catalog_text delectus eum";"pim_catalog_text dolor alias";0;0;;;
attr_199;pim_catalog_boolean;attr_gr_12;0;"pim_catalog_text magnam eum";"pim_catalog_text omnis corporis";"pim_catalog_text dolores et";"pim_catalog_text tempore assumenda";0;0;;;
attr_200;pim_catalog_date;attr_gr_6;0;"pim_catalog_text repellat sapiente";"pim_catalog_text dolores et";"pim_catalog_text odio nihil";"pim_catalog_text nemo sed";1;0;;;
attr_201;pim_catalog_boolean;attr_gr_14;1;"pim_catalog_text in veniam";"pim_catalog_text et reprehenderit";"pim_catalog_text voluptas eos";"pim_catalog_text in natus";0;0;;;
attr_202;pim_catalog_date;attr_gr_14;1;"pim_catalog_text aspernatur error";"pim_catalog_text nam quidem";"pim_catalog_text qui sapiente";"pim_catalog_text adipisci voluptas";0;0;;;
attr_203;pim_catalog_metric;attr_gr_7;0;"pim_catalog_text fugit ut";"pim_catalog_text culpa unde";"pim_catalog_text ut nobis";"pim_catalog_text eos consequatur";0;0;;Length;METER
attr_204;pim_catalog_simpleselect;attr_gr_12;1;"pim_catalog_text modi repellendus";"pim_catalog_text voluptatibus magnam";"pim_catalog_text non quia";"pim_catalog_text sapiente alias";0;0;;;
attr_205;pim_catalog_multiselect;attr_gr_2;0;"pim_catalog_text reprehenderit ut";"pim_catalog_text assumenda in";"pim_catalog_text amet accusantium";"pim_catalog_text labore dicta";0;0;;;
attr_206;pim_catalog_date;attr_gr_10;1;"pim_catalog_text odit eum";"pim_catalog_text quae ut";"pim_catalog_text laudantium sed";"pim_catalog_text omnis eveniet";0;0;;;
attr_207;pim_catalog_image;attr_gr_12;0;"pim_catalog_text culpa eos";"pim_catalog_text iusto corporis";"pim_catalog_text molestiae esse";"pim_catalog_text beatae et";0;0;jpg,png;;
attr_208;pim_catalog_number;attr_gr_7;0;"pim_catalog_text incidunt optio";"pim_catalog_text distinctio quibusdam";"pim_catalog_text adipisci quia";"pim_catalog_text aliquid enim";0;0;;;
attr_209;pim_catalog_metric;attr_gr_0;0;"pim_catalog_text dolorem est";"pim_catalog_text sit dolorem";"pim_catalog_text aspernatur id";"pim_catalog_text quis quidem";0;0;;Length;METER
attr_210;pim_catalog_text;attr_gr_4;0;"pim_catalog_text laudantium qui";"pim_catalog_text soluta eos";"pim_catalog_text et sed";"pim_catalog_text molestiae est";0;1;;;
attr_211;pim_catalog_multiselect;attr_gr_9;0;"pim_catalog_text eaque quae";"pim_catalog_text quidem voluptatem";"pim_catalog_text et inventore";"pim_catalog_text temporibus quis";0;0;;;
attr_212;pim_catalog_date;attr_gr_0;0;"pim_catalog_text quia libero";"pim_catalog_text amet tempore";"pim_catalog_text repellat ea";"pim_catalog_text omnis facilis";0;0;;;
attr_213;pim_catalog_boolean;attr_gr_13;0;"pim_catalog_text voluptatum et";"pim_catalog_text ea fugit";"pim_catalog_text voluptatem natus";"pim_catalog_text aliquam est";0;0;;;
attr_214;pim_catalog_image;attr_gr_4;0;"pim_catalog_text possimus est";"pim_catalog_text omnis rerum";"pim_catalog_text dignissimos aut";"pim_catalog_text ducimus voluptatem";0;0;pdf,jpg;;
attr_215;pim_catalog_image;attr_gr_11;0;"pim_catalog_text nam et";"pim_catalog_text qui reiciendis";"pim_catalog_text quo expedita";"pim_catalog_text repudiandae et";0;0;pdf,jpg;;
attr_216;pim_catalog_simpleselect;attr_gr_9;0;"pim_catalog_text quas aut";"pim_catalog_text cupiditate delectus";"pim_catalog_text deserunt maiores";"pim_catalog_text doloribus maiores";0;0;;;
attr_217;pim_catalog_multiselect;attr_gr_4;0;"pim_catalog_text voluptate error";"pim_catalog_text minima et";"pim_catalog_text eligendi inventore";"pim_catalog_text accusamus repellendus";0;0;;;
attr_218;pim_catalog_textarea;attr_gr_2;0;"pim_catalog_text quas exercitationem";"pim_catalog_text excepturi sint";"pim_catalog_text consequatur iste";"pim_catalog_text maiores et";0;0;;;
attr_219;pim_catalog_file;attr_gr_10;0;"pim_catalog_text autem molestiae";"pim_catalog_text quod id";"pim_catalog_text qui voluptas";"pim_catalog_text ipsa vitae";0;0;pdf,png;;
attr_220;pim_catalog_image;attr_gr_5;0;"pim_catalog_text earum laborum";"pim_catalog_text et dolore";"pim_catalog_text reiciendis cupiditate";"pim_catalog_text aspernatur et";1;0;pdf,jpg;;
attr_221;pim_catalog_multiselect;attr_gr_1;0;"pim_catalog_text mollitia error";"pim_catalog_text doloribus maiores";"pim_catalog_text quia placeat";"pim_catalog_text fugit qui";0;0;;;
attr_222;pim_catalog_text;attr_gr_0;0;"pim_catalog_text consequuntur distinctio";"pim_catalog_text aut repellat";"pim_catalog_text eius praesentium";"pim_catalog_text maxime voluptatem";0;0;;;
attr_223;pim_catalog_textarea;attr_gr_7;0;"pim_catalog_text voluptas neque";"pim_catalog_text nihil consequuntur";"pim_catalog_text enim aliquam";"pim_catalog_text et voluptatem";0;0;;;
attr_224;pim_catalog_price_collection;attr_gr_0;0;"pim_catalog_text officia praesentium";"pim_catalog_text quia excepturi";"pim_catalog_text dicta qui";"pim_catalog_text non et";0;0;;;
attr_225;pim_catalog_simpleselect;attr_gr_6;0;"pim_catalog_text rerum modi";"pim_catalog_text explicabo enim";"pim_catalog_text qui maxime";"pim_catalog_text facilis totam";0;0;;;
attr_226;pim_catalog_price_collection;attr_gr_9;0;"pim_catalog_text perspiciatis est";"pim_catalog_text cumque ea";"pim_catalog_text ut omnis";"pim_catalog_text explicabo odio";0;0;;;
attr_227;pim_catalog_text;attr_gr_12;0;"pim_catalog_text natus dolor";"pim_catalog_text debitis occaecati";"pim_catalog_text harum rerum";"pim_catalog_text sequi nihil";0;1;;;
attr_228;pim_catalog_boolean;attr_gr_8;0;"pim_catalog_text est quia";"pim_catalog_text beatae natus";"pim_catalog_text placeat officiis";"pim_catalog_text officiis omnis";0;0;;;
attr_229;pim_catalog_multiselect;attr_gr_3;0;"pim_catalog_text quibusdam eos";"pim_catalog_text nam hic";"pim_catalog_text fuga labore";"pim_catalog_text voluptatem voluptatem";0;0;;;
attr_230;pim_catalog_date;attr_gr_10;0;"pim_catalog_text sapiente minima";"pim_catalog_text pariatur porro";"pim_catalog_text voluptatum qui";"pim_catalog_text accusamus ut";0;0;;;
attr_231;pim_catalog_text;attr_gr_8;0;"pim_catalog_text et et";"pim_catalog_text nisi temporibus";"pim_catalog_text rerum eligendi";"pim_catalog_text eligendi ea";0;0;;;
attr_232;pim_catalog_price_collection;attr_gr_8;1;"pim_catalog_text iusto itaque";"pim_catalog_text iusto eligendi";"pim_catalog_text temporibus odio";"pim_catalog_text ducimus deleniti";0;0;;;
attr_233;pim_catalog_boolean;attr_gr_3;0;"pim_catalog_text velit sed";"pim_catalog_text sequi deleniti";"pim_catalog_text labore vel";"pim_catalog_text nihil quibusdam";0;0;;;
attr_234;pim_catalog_price_collection;attr_gr_13;0;"pim_catalog_text porro consequatur";"pim_catalog_text sequi rerum";"pim_catalog_text dolor impedit";"pim_catalog_text eos et";0;0;;;
attr_235;pim_catalog_file;attr_gr_11;1;"pim_catalog_text cupiditate rerum";"pim_catalog_text et id";"pim_catalog_text harum eius";"pim_catalog_text officiis officiis";0;1;png,jpg;;
attr_236;pim_catalog_multiselect;attr_gr_14;0;"pim_catalog_text aut dolor";"pim_catalog_text ut et";"pim_catalog_text temporibus sit";"pim_catalog_text corrupti dolorem";0;0;;;
attr_237;pim_catalog_metric;attr_gr_2;0;"pim_catalog_text explicabo deserunt";"pim_catalog_text ut eius";"pim_catalog_text iste aliquam";"pim_catalog_text quis vel";0;0;;Length;METER
attr_238;pim_catalog_boolean;attr_gr_6;0;"pim_catalog_text dolores rerum";"pim_catalog_text sunt officiis";"pim_catalog_text qui quia";"pim_catalog_text consequatur voluptatibus";0;0;;;
attr_239;pim_catalog_multiselect;attr_gr_11;0;"pim_catalog_text numquam omnis";"pim_catalog_text odio odit";"pim_catalog_text vel et";"pim_catalog_text maiores deleniti";0;0;;;
attr_240;pim_catalog_simpleselect;attr_gr_3;0;"pim_catalog_text eaque corrupti";"pim_catalog_text voluptas repudiandae";"pim_catalog_text rerum voluptas";"pim_catalog_text maiores et";0;0;;;
attr_241;pim_catalog_price_collection;attr_gr_14;0;"pim_catalog_text vero voluptatem";"pim_catalog_text sint aut";"pim_catalog_text magni dolorem";"pim_catalog_text porro doloribus";0;0;;;
attr_242;pim_catalog_metric;attr_gr_8;0;"pim_catalog_text quam dolorem";"pim_catalog_text et quidem";"pim_catalog_text molestias sunt";"pim_catalog_text non aut";0;0;;Length;METER
attr_243;pim_catalog_simpleselect;attr_gr_12;0;"pim_catalog_text incidunt iure";"pim_catalog_text odio velit";"pim_catalog_text aliquid deleniti";"pim_catalog_text qui aperiam";0;0;;;
attr_244;pim_catalog_number;attr_gr_3;0;"pim_catalog_text quo amet";"pim_catalog_text nulla totam";"pim_catalog_text libero aliquid";"pim_catalog_text dolorum illo";0;0;;;
attr_245;pim_catalog_boolean;attr_gr_3;0;"pim_catalog_text officiis aut";"pim_catalog_text consectetur quis";"pim_catalog_text magnam consequatur";"pim_catalog_text provident dolorem";0;0;;;
attr_246;pim_catalog_simpleselect;attr_gr_11;1;"pim_catalog_text eligendi atque";"pim_catalog_text dolores est";"pim_catalog_text atque officia";"pim_catalog_text ut inventore";0;0;;;
attr_247;pim_catalog_metric;attr_gr_5;0;"pim_catalog_text autem animi";"pim_catalog_text cumque quibusdam";"pim_catalog_text est est";"pim_catalog_text adipisci dignissimos";0;0;;Length;METER
attr_248;pim_catalog_metric;attr_gr_0;0;"pim_catalog_text esse distinctio";"pim_catalog_text praesentium blanditiis";"pim_catalog_text necessitatibus sed";"pim_catalog_text expedita sequi";0;0;;Length;METER
attr_249;pim_catalog_number;attr_gr_12;0;"pim_catalog_text quidem voluptatem";"pim_catalog_text et laboriosam";"pim_catalog_text dolor saepe";"pim_catalog_text optio sunt";1;0;;;
attr_250;pim_catalog_file;attr_gr_14;1;"pim_catalog_text doloribus dicta";"pim_catalog_text animi quo";"pim_catalog_text aut possimus";"pim_catalog_text impedit quia";0;0;pdf,png;;
attr_251;pim_catalog_image;attr_gr_8;1;"pim_catalog_text ut excepturi";"pim_catalog_text voluptatum inventore";"pim_catalog_text quae officia";"pim_catalog_text et voluptatum";0;0;png,jpg;;
attr_252;pim_catalog_file;attr_gr_3;0;"pim_catalog_text sed voluptatibus";"pim_catalog_text odio perferendis";"pim_catalog_text inventore nisi";"pim_catalog_text qui error";0;0;png,pdf;;
attr_253;pim_catalog_metric;attr_gr_14;0;"pim_catalog_text sint ut";"pim_catalog_text beatae esse";"pim_catalog_text amet sed";"pim_catalog_text aliquam facere";0;0;;Length;METER
attr_254;pim_catalog_textarea;attr_gr_0;0;"pim_catalog_text consequatur quo";"pim_catalog_text quia quae";"pim_catalog_text occaecati adipisci";"pim_catalog_text quod aspernatur";0;0;;;
attr_255;pim_catalog_file;attr_gr_0;0;"pim_catalog_text reiciendis neque";"pim_catalog_text qui repudiandae";"pim_catalog_text voluptatem qui";"pim_catalog_text dolorum quo";0;0;jpg,pdf;;
attr_256;pim_catalog_date;attr_gr_12;0;"pim_catalog_text tenetur adipisci";"pim_catalog_text doloribus quae";"pim_catalog_text esse voluptas";"pim_catalog_text minima autem";0;0;;;
attr_257;pim_catalog_textarea;attr_gr_12;1;"pim_catalog_text ut natus";"pim_catalog_text cupiditate autem";"pim_catalog_text praesentium non";"pim_catalog_text et voluptas";0;1;;;
attr_258;pim_catalog_multiselect;attr_gr_6;0;"pim_catalog_text omnis ex";"pim_catalog_text quasi natus";"pim_catalog_text et optio";"pim_catalog_text voluptatem veniam";0;0;;;
attr_259;pim_catalog_simpleselect;attr_gr_3;0;"pim_catalog_text minima molestias";"pim_catalog_text earum explicabo";"pim_catalog_text et hic";"pim_catalog_text tempora delectus";0;0;;;
attr_260;pim_catalog_date;attr_gr_9;0;"pim_catalog_text maxime necessitatibus";"pim_catalog_text quia dolor";"pim_catalog_text provident qui";"pim_catalog_text autem impedit";0;0;;;
attr_261;pim_catalog_simpleselect;attr_gr_13;0;"pim_catalog_text modi animi";"pim_catalog_text ut amet";"pim_catalog_text quasi sapiente";"pim_catalog_text fugiat enim";0;0;;;
attr_262;pim_catalog_image;attr_gr_1;0;"pim_catalog_text dolore voluptas";"pim_catalog_text aspernatur ex";"pim_catalog_text porro laboriosam";"pim_catalog_text ad est";0;0;pdf,jpg;;
attr_263;pim_catalog_date;attr_gr_9;0;"pim_catalog_text et beatae";"pim_catalog_text beatae rerum";"pim_catalog_text laboriosam dolorem";"pim_catalog_text in facere";0;0;;;
attr_264;pim_catalog_multiselect;attr_gr_2;0;"pim_catalog_text illo et";"pim_catalog_text qui et";"pim_catalog_text cumque unde";"pim_catalog_text eum sunt";0;0;;;
attr_265;pim_catalog_text;attr_gr_14;0;"pim_catalog_text eum in";"pim_catalog_text omnis porro";"pim_catalog_text ex enim";"pim_catalog_text et rerum";0;0;;;
attr_266;pim_catalog_image;attr_gr_2;0;"pim_catalog_text repudiandae sit";"pim_catalog_text molestiae voluptatem";"pim_catalog_text voluptas minima";"pim_catalog_text voluptatibus aut";0;0;pdf,jpg;;
attr_267;pim_catalog_date;attr_gr_7;0;"pim_catalog_text voluptatem blanditiis";"pim_catalog_text molestiae minima";"pim_catalog_text occaecati quis";"pim_catalog_text dolores delectus";0;0;;;
attr_268;pim_catalog_textarea;attr_gr_14;0;"pim_catalog_text sit sunt";"pim_catalog_text et soluta";"pim_catalog_text doloribus est";"pim_catalog_text eum vel";0;0;;;
attr_269;pim_catalog_image;attr_gr_5;0;"pim_catalog_text maxime amet";"pim_catalog_text dolorem animi";"pim_catalog_text placeat molestiae";"pim_catalog_text rem quibusdam";0;0;png,jpg;;
attr_270;pim_catalog_file;attr_gr_14;0;"pim_catalog_text suscipit porro";"pim_catalog_text dolorem eos";"pim_catalog_text unde aut";"pim_catalog_text voluptas iusto";0;0;pdf,png;;
attr_271;pim_catalog_text;attr_gr_9;0;"pim_catalog_text voluptatem est";"pim_catalog_text ab corrupti";"pim_catalog_text et mollitia";"pim_catalog_text fugiat molestiae";0;0;;;
attr_272;pim_catalog_simpleselect;attr_gr_9;0;"pim_catalog_text voluptatem quae";"pim_catalog_text velit ipsum";"pim_catalog_text ullam dolore";"pim_catalog_text commodi libero";0;0;;;
attr_273;pim_catalog_date;attr_gr_2;0;"pim_catalog_text consectetur nobis";"pim_catalog_text totam tempore";"pim_catalog_text nostrum et";"pim_catalog_text velit ut";0;0;;;
attr_274;pim_catalog_image;attr_gr_10;0;"pim_catalog_text deserunt voluptas";"pim_catalog_text distinctio consectetur";"pim_catalog_text est ipsum";"pim_catalog_text accusantium labore";0;0;jpg,pdf;;
attr_275;pim_catalog_image;attr_gr_7;1;"pim_catalog_text eum autem";"pim_catalog_text rerum quae";"pim_catalog_text est numquam";"pim_catalog_text dolores dignissimos";0;0;jpg,pdf;;
attr_276;pim_catalog_price_collection;attr_gr_5;0;"pim_catalog_text deserunt veniam";"pim_catalog_text eaque sit";"pim_catalog_text atque repudiandae";"pim_catalog_text veniam quisquam";0;0;;;
attr_277;pim_catalog_textarea;attr_gr_12;0;"pim_catalog_text odio rerum";"pim_catalog_text aspernatur ut";"pim_catalog_text eaque architecto";"pim_catalog_text ut qui";0;0;;;
attr_278;pim_catalog_textarea;attr_gr_7;0;"pim_catalog_text nemo laudantium";"pim_catalog_text facilis temporibus";"pim_catalog_text ab non";"pim_catalog_text placeat molestiae";0;0;;;
attr_279;pim_catalog_textarea;attr_gr_14;0;"pim_catalog_text molestias reprehenderit";"pim_catalog_text voluptatem nam";"pim_catalog_text omnis modi";"pim_catalog_text ut laboriosam";0;0;;;
attr_280;pim_catalog_text;attr_gr_7;0;"pim_catalog_text veritatis perferendis";"pim_catalog_text aut aut";"pim_catalog_text ratione dolores";"pim_catalog_text sed aut";0;0;;;
attr_281;pim_catalog_textarea;attr_gr_3;0;"pim_catalog_text voluptas iusto";"pim_catalog_text aliquam expedita";"pim_catalog_text doloremque tempora";"pim_catalog_text enim voluptatem";0;0;;;
attr_282;pim_catalog_metric;attr_gr_5;0;"pim_catalog_text magnam vel";"pim_catalog_text nemo amet";"pim_catalog_text minima voluptates";"pim_catalog_text optio dolorem";0;0;;Length;METER
attr_283;pim_catalog_metric;attr_gr_8;0;"pim_catalog_text itaque blanditiis";"pim_catalog_text velit et";"pim_catalog_text nihil omnis";"pim_catalog_text amet ut";0;0;;Length;METER
attr_284;pim_catalog_image;attr_gr_3;0;"pim_catalog_text deleniti odit";"pim_catalog_text et voluptatem";"pim_catalog_text rerum sint";"pim_catalog_text dolorem nobis";0;0;jpg,pdf;;
attr_285;pim_catalog_metric;attr_gr_1;1;"pim_catalog_text eligendi hic";"pim_catalog_text libero doloribus";"pim_catalog_text consequatur sed";"pim_catalog_text quae in";0;0;;Length;METER
