code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-de_DE;label-ru_RU;label-it_IT;localizable;scopable;allowed_extensions;metric_family;default_metric_unit
attr_161;pim_catalog_text;attr_gr_11;0;"text fuga ut";"text amet nesciunt";"text officia nobis";"text id sed";"text autem ut";0;0;;;
attr_162;pim_catalog_image;attr_gr_2;1;"image at repellat";"image voluptatem totam";"image unde ullam";"image nesciunt voluptate";"image sequi expedita";0;0;png,jpg;;
attr_163;pim_catalog_text;attr_gr_10;0;"text libero molestiae";"text perferendis sit";"text beatae velit";"text quia sit";"text praesentium numquam";0;0;;;
attr_164;pim_catalog_textarea;attr_gr_11;0;"textarea optio laborum";"textarea eum a";"textarea distinctio asperiores";"textarea sapiente sit";"textarea illo aut";0;0;;;
attr_165;pim_catalog_file;attr_gr_10;0;"file autem dolores";"file exercitationem soluta";"file quos iure";"file minima placeat";"file autem deserunt";0;0;png,pdf;;
attr_166;pim_catalog_simpleselect;attr_gr_14;0;"simpleselect quibusdam adipisci";"simpleselect in ad";"simpleselect adipisci dolores";"simpleselect quae perspiciatis";"simpleselect inventore molestiae";0;0;;;
attr_167;pim_catalog_file;attr_gr_3;0;"file itaque iusto";"file accusamus blanditiis";"file praesentium autem";"file excepturi numquam";"file repellat et";0;0;pdf,jpg;;
attr_168;pim_catalog_metric;attr_gr_13;0;"metric delectus possimus";"metric quod sint";"metric aliquam minima";"metric aut nostrum";"metric odit fugit";0;0;;Length;METER
attr_169;pim_catalog_number;attr_gr_13;0;"number unde dignissimos";"number ut ipsa";"number dicta iusto";"number vero ducimus";"number sapiente fugit";0;0;;;
attr_170;pim_catalog_simpleselect;attr_gr_6;0;"simpleselect cum consequatur";"simpleselect voluptatem qui";"simpleselect laborum non";"simpleselect voluptatibus dolores";"simpleselect autem id";0;0;;;
attr_171;pim_catalog_file;attr_gr_0;0;"file rem voluptate";"file qui dicta";"file dolore dolorem";"file consequuntur autem";"file architecto adipisci";0;0;jpg,pdf;;
attr_172;pim_catalog_image;attr_gr_11;0;"image voluptas aut";"image aut deserunt";"image consequuntur qui";"image facere cupiditate";"image molestias iste";0;0;jpg,png;;
attr_173;pim_catalog_image;attr_gr_0;1;"image ut numquam";"image veniam quo";"image quaerat inventore";"image quis ea";"image consequuntur ipsam";0;0;pdf,jpg;;
attr_174;pim_catalog_boolean;attr_gr_10;0;"boolean blanditiis necessitatibus";"boolean repellendus sit";"boolean natus minima";"boolean in atque";"boolean esse soluta";0;0;;;
attr_175;pim_catalog_number;attr_gr_9;0;"number molestiae quae";"number iure amet";"number eos et";"number assumenda doloremque";"number nemo officia";0;0;;;
attr_176;pim_catalog_multiselect;attr_gr_10;0;"multiselect nesciunt voluptas";"multiselect nemo omnis";"multiselect repudiandae quos";"multiselect ducimus voluptate";"multiselect pariatur quia";0;0;;;
attr_177;pim_catalog_text;attr_gr_7;0;"text aut natus";"text saepe quia";"text et nulla";"text pariatur perspiciatis";"text et doloribus";0;0;;;
attr_178;pim_catalog_metric;attr_gr_7;0;"metric fuga et";"metric distinctio enim";"metric eos assumenda";"metric repudiandae occaecati";"metric commodi impedit";0;0;;Length;METER
attr_179;pim_catalog_file;attr_gr_4;0;"file autem dolores";"file quisquam reiciendis";"file qui sed";"file earum placeat";"file cumque dolore";0;0;png,jpg;;
attr_180;pim_catalog_textarea;attr_gr_11;0;"textarea quis magnam";"textarea aut animi";"textarea tempore dolor";"textarea est quasi";"textarea fugit ducimus";0;0;;;
attr_181;pim_catalog_simpleselect;attr_gr_5;0;"simpleselect voluptas in";"simpleselect iure consequatur";"simpleselect minima optio";"simpleselect cumque quae";"simpleselect distinctio illo";0;0;;;
attr_182;pim_catalog_boolean;attr_gr_11;0;"boolean aperiam doloremque";"boolean laudantium autem";"boolean et delectus";"boolean molestias esse";"boolean ad voluptates";0;0;;;
attr_183;pim_catalog_text;attr_gr_2;0;"text laudantium et";"text et minus";"text atque quia";"text quia quia";"text enim soluta";0;0;;;
attr_184;pim_catalog_number;attr_gr_11;0;"number autem laudantium";"number reiciendis possimus";"number qui ad";"number repudiandae assumenda";"number omnis natus";0;0;;;
attr_185;pim_catalog_textarea;attr_gr_10;1;"textarea nisi optio";"textarea labore mollitia";"textarea perferendis autem";"textarea officia id";"textarea aut aut";0;0;;;
attr_186;pim_catalog_boolean;attr_gr_10;1;"boolean et et";"boolean officia expedita";"boolean sunt iure";"boolean voluptatem natus";"boolean amet voluptatibus";0;0;;;
attr_187;pim_catalog_metric;attr_gr_9;1;"metric tempore excepturi";"metric cupiditate voluptas";"metric commodi possimus";"metric ut dicta";"metric pariatur quod";0;0;;Length;METER
attr_188;pim_catalog_metric;attr_gr_3;0;"metric magnam amet";"metric sint non";"metric molestias reiciendis";"metric quas ut";"metric a quos";0;0;;Length;METER
attr_189;pim_catalog_file;attr_gr_7;0;"file sit consequuntur";"file incidunt molestiae";"file sed qui";"file at aut";"file consequatur quo";0;0;pdf,jpg;;
attr_190;pim_catalog_textarea;attr_gr_8;0;"textarea culpa sit";"textarea ducimus ut";"textarea labore delectus";"textarea modi velit";"textarea ab quasi";0;0;;;
attr_191;pim_catalog_price_collection;attr_gr_10;0;"price_collection nobis consequatur";"price_collection qui assumenda";"price_collection assumenda totam";"price_collection magnam earum";"price_collection aut quia";0;0;;;
attr_192;pim_catalog_textarea;attr_gr_13;0;"textarea veritatis quam";"textarea optio voluptas";"textarea porro eaque";"textarea qui quis";"textarea sit ea";0;0;;;
attr_193;pim_catalog_price_collection;attr_gr_14;0;"price_collection minima sequi";"price_collection adipisci ullam";"price_collection quis architecto";"price_collection in omnis";"price_collection aut esse";0;0;;;
attr_194;pim_catalog_date;attr_gr_5;0;"date cumque expedita";"date est possimus";"date et harum";"date sit quia";"date quae consequuntur";0;0;;;
attr_195;pim_catalog_price_collection;attr_gr_6;0;"price_collection optio et";"price_collection itaque nostrum";"price_collection occaecati quod";"price_collection eveniet vel";"price_collection quae at";0;0;;;
attr_196;pim_catalog_boolean;attr_gr_12;0;"boolean ullam numquam";"boolean facilis saepe";"boolean natus officiis";"boolean maiores eum";"boolean aut reiciendis";0;0;;;
attr_197;pim_catalog_date;attr_gr_5;0;"date mollitia doloremque";"date iste iure";"date totam quo";"date ad dolor";"date voluptate voluptatibus";0;0;;;
attr_198;pim_catalog_number;attr_gr_10;1;"number fugit nam";"number sapiente sequi";"number enim at";"number libero qui";"number et vel";0;1;;;
attr_199;pim_catalog_boolean;attr_gr_12;0;"boolean ea magnam";"boolean nobis quia";"boolean culpa dicta";"boolean expedita porro";"boolean ut ut";0;0;;;
attr_200;pim_catalog_simpleselect;attr_gr_8;0;"simpleselect voluptas ea";"simpleselect temporibus iusto";"simpleselect ratione totam";"simpleselect et aut";"simpleselect ullam nihil";0;0;;;
attr_201;pim_catalog_file;attr_gr_4;1;"file libero deserunt";"file suscipit ipsam";"file saepe corrupti";"file inventore qui";"file excepturi consequatur";0;0;png,pdf;;
attr_202;pim_catalog_file;attr_gr_13;0;"file aut rem";"file et sint";"file rem reiciendis";"file qui placeat";"file qui ullam";0;0;jpg,png;;
attr_203;pim_catalog_file;attr_gr_10;0;"file qui repellat";"file consectetur et";"file reprehenderit eveniet";"file consequuntur et";"file repellendus qui";0;0;pdf,png;;
attr_204;pim_catalog_number;attr_gr_0;0;"number sed possimus";"number a facere";"number voluptatum vero";"number corrupti quos";"number id quod";0;0;;;
attr_205;pim_catalog_multiselect;attr_gr_7;0;"multiselect expedita sapiente";"multiselect dolore corporis";"multiselect adipisci et";"multiselect non doloremque";"multiselect animi tempora";0;0;;;
attr_206;pim_catalog_price_collection;attr_gr_3;0;"price_collection temporibus fugit";"price_collection fugiat qui";"price_collection sapiente non";"price_collection aut iusto";"price_collection atque quis";0;0;;;
attr_207;pim_catalog_number;attr_gr_8;0;"number rerum sed";"number voluptatem nostrum";"number doloribus incidunt";"number sint exercitationem";"number accusantium dolorem";0;0;;;
attr_208;pim_catalog_simpleselect;attr_gr_12;0;"simpleselect voluptates iusto";"simpleselect aut facere";"simpleselect adipisci deserunt";"simpleselect sit eum";"simpleselect consectetur minima";0;0;;;
attr_209;pim_catalog_simpleselect;attr_gr_11;0;"simpleselect tempore voluptas";"simpleselect eaque natus";"simpleselect recusandae dolores";"simpleselect sint suscipit";"simpleselect et quasi";0;0;;;
attr_210;pim_catalog_file;attr_gr_2;0;"file voluptates accusamus";"file labore nisi";"file molestiae reprehenderit";"file incidunt at";"file perferendis inventore";0;0;png,pdf;;
attr_211;pim_catalog_simpleselect;attr_gr_6;0;"simpleselect voluptas debitis";"simpleselect velit facilis";"simpleselect voluptate id";"simpleselect aliquid voluptatem";"simpleselect voluptatem expedita";0;1;;;
attr_212;pim_catalog_price_collection;attr_gr_2;0;"price_collection hic reprehenderit";"price_collection aut consequatur";"price_collection voluptatem qui";"price_collection laborum nesciunt";"price_collection quia eaque";0;0;;;
attr_213;pim_catalog_metric;attr_gr_9;0;"metric harum repellendus";"metric non ab";"metric placeat porro";"metric ea amet";"metric earum quae";0;0;;Length;METER
attr_214;pim_catalog_image;attr_gr_2;0;"image dicta beatae";"image alias quaerat";"image voluptatem vitae";"image eligendi eveniet";"image ut facilis";0;0;png,pdf;;
attr_215;pim_catalog_simpleselect;attr_gr_14;0;"simpleselect aliquid ex";"simpleselect iure quae";"simpleselect tenetur nisi";"simpleselect labore nemo";"simpleselect perferendis quia";0;0;;;
attr_216;pim_catalog_multiselect;attr_gr_13;0;"multiselect necessitatibus aut";"multiselect minima magnam";"multiselect amet alias";"multiselect ut vel";"multiselect consectetur quos";0;0;;;
attr_217;pim_catalog_file;attr_gr_2;0;"file deleniti deleniti";"file nihil autem";"file quia quo";"file in commodi";"file voluptate excepturi";0;0;jpg,png;;
attr_218;pim_catalog_date;attr_gr_0;0;"date magnam rerum";"date qui tenetur";"date vel libero";"date est modi";"date illum fuga";0;0;;;
attr_219;pim_catalog_multiselect;attr_gr_11;1;"multiselect quia est";"multiselect qui consequatur";"multiselect quo consequatur";"multiselect occaecati doloribus";"multiselect nihil et";0;0;;;
attr_220;pim_catalog_date;attr_gr_12;0;"date velit alias";"date voluptas quaerat";"date architecto dolores";"date fuga quo";"date quaerat dolores";0;0;;;
attr_221;pim_catalog_textarea;attr_gr_0;0;"textarea quia necessitatibus";"textarea tenetur voluptatem";"textarea minima expedita";"textarea ea voluptatem";"textarea nisi iure";0;0;;;
attr_222;pim_catalog_text;attr_gr_13;0;"text autem eos";"text rerum hic";"text esse fuga";"text tempora architecto";"text voluptate at";0;0;;;
attr_223;pim_catalog_metric;attr_gr_0;0;"metric quam pariatur";"metric odio hic";"metric accusamus illo";"metric harum aut";"metric est molestiae";0;0;;Length;METER
attr_224;pim_catalog_multiselect;attr_gr_2;0;"multiselect maiores suscipit";"multiselect porro nesciunt";"multiselect voluptatem unde";"multiselect culpa praesentium";"multiselect illo ratione";0;0;;;
attr_225;pim_catalog_number;attr_gr_3;0;"number quo repellat";"number commodi autem";"number cum quia";"number sunt ratione";"number sit aut";0;0;;;
attr_226;pim_catalog_date;attr_gr_14;1;"date corporis quo";"date et possimus";"date dicta placeat";"date sit dolor";"date cum sunt";0;0;;;
attr_227;pim_catalog_textarea;attr_gr_3;0;"textarea amet eius";"textarea non quia";"textarea harum est";"textarea quod consequatur";"textarea eos quia";0;0;;;
attr_228;pim_catalog_text;attr_gr_14;0;"text et itaque";"text voluptas voluptatem";"text sit molestiae";"text quod aperiam";"text est sunt";0;0;;;
attr_229;pim_catalog_price_collection;attr_gr_13;1;"price_collection autem provident";"price_collection expedita qui";"price_collection aut expedita";"price_collection qui iusto";"price_collection aut aut";1;0;;;
attr_230;pim_catalog_multiselect;attr_gr_1;0;"multiselect magni numquam";"multiselect quae veritatis";"multiselect facilis debitis";"multiselect et impedit";"multiselect libero et";0;0;;;
attr_231;pim_catalog_price_collection;attr_gr_5;0;"price_collection fugiat aliquid";"price_collection illo iure";"price_collection vel recusandae";"price_collection consequatur et";"price_collection ab qui";0;0;;;
attr_232;pim_catalog_multiselect;attr_gr_11;0;"multiselect aut ut";"multiselect odio doloribus";"multiselect sint et";"multiselect dolor maiores";"multiselect quod et";0;0;;;
attr_233;pim_catalog_image;attr_gr_0;0;"image ratione neque";"image omnis autem";"image voluptatem sit";"image perferendis et";"image aut cum";0;1;png,pdf;;
attr_234;pim_catalog_text;attr_gr_14;0;"text soluta nobis";"text exercitationem provident";"text necessitatibus fuga";"text numquam quos";"text ipsa omnis";0;0;;;
attr_235;pim_catalog_boolean;attr_gr_8;0;"boolean voluptas possimus";"boolean consequuntur voluptatum";"boolean et vel";"boolean ut architecto";"boolean saepe sed";0;0;;;
attr_236;pim_catalog_multiselect;attr_gr_2;0;"multiselect delectus asperiores";"multiselect molestiae quidem";"multiselect perspiciatis laudantium";"multiselect ut voluptatem";"multiselect eum odio";0;0;;;
attr_237;pim_catalog_number;attr_gr_11;0;"number consequatur illum";"number repudiandae id";"number consequatur voluptas";"number officia numquam";"number nulla dicta";0;0;;;
attr_238;pim_catalog_text;attr_gr_8;0;"text et fuga";"text quia optio";"text possimus voluptatem";"text illum aut";"text ipsa quia";0;0;;;
attr_239;pim_catalog_file;attr_gr_6;0;"file officia ab";"file nihil ut";"file numquam sit";"file repellat repudiandae";"file nemo nihil";0;0;png,jpg;;
attr_240;pim_catalog_simpleselect;attr_gr_2;0;"simpleselect quia odit";"simpleselect et nihil";"simpleselect quod quo";"simpleselect tenetur beatae";"simpleselect recusandae nulla";0;1;;;
attr_241;pim_catalog_textarea;attr_gr_4;0;"textarea aliquam dolorem";"textarea hic deleniti";"textarea et blanditiis";"textarea consectetur rerum";"textarea eos perferendis";0;0;;;
attr_242;pim_catalog_multiselect;attr_gr_2;0;"multiselect deleniti et";"multiselect et nulla";"multiselect est velit";"multiselect necessitatibus voluptas";"multiselect facere sed";0;0;;;
attr_243;pim_catalog_image;attr_gr_12;0;"image est et";"image tempora qui";"image ad asperiores";"image dolore et";"image aut temporibus";1;0;jpg,pdf;;
attr_244;pim_catalog_simpleselect;attr_gr_9;0;"simpleselect quia placeat";"simpleselect ipsum deserunt";"simpleselect exercitationem voluptatem";"simpleselect voluptatem illo";"simpleselect nesciunt mollitia";0;0;;;
attr_245;pim_catalog_multiselect;attr_gr_10;0;"multiselect dolore et";"multiselect vel magnam";"multiselect deserunt laboriosam";"multiselect ducimus hic";"multiselect fugit itaque";0;0;;;
attr_246;pim_catalog_simpleselect;attr_gr_3;0;"simpleselect eaque culpa";"simpleselect quas cum";"simpleselect velit cupiditate";"simpleselect dolorem incidunt";"simpleselect debitis enim";0;0;;;
attr_247;pim_catalog_price_collection;attr_gr_2;0;"price_collection officia fugit";"price_collection occaecati neque";"price_collection dolores in";"price_collection laudantium sit";"price_collection adipisci qui";0;0;;;
attr_248;pim_catalog_number;attr_gr_13;0;"number repellat blanditiis";"number est et";"number ducimus fugit";"number ea totam";"number mollitia non";1;0;;;
attr_249;pim_catalog_metric;attr_gr_9;0;"metric voluptatibus quia";"metric tempore distinctio";"metric enim iste";"metric vel dolore";"metric sit blanditiis";0;0;;Length;METER
attr_250;pim_catalog_file;attr_gr_7;1;"file iure nam";"file id officiis";"file veniam consequuntur";"file dolorem facere";"file animi officiis";0;0;jpg,png;;
attr_251;pim_catalog_file;attr_gr_6;0;"file odit suscipit";"file nihil et";"file qui qui";"file eaque architecto";"file dolorem facere";0;0;pdf,jpg;;
attr_252;pim_catalog_date;attr_gr_7;1;"date molestiae qui";"date aut rem";"date voluptatum quos";"date et placeat";"date iusto consectetur";1;0;;;
attr_253;pim_catalog_boolean;attr_gr_6;0;"boolean perspiciatis aut";"boolean quo mollitia";"boolean illum ut";"boolean minus quia";"boolean fugit animi";0;0;;;
attr_254;pim_catalog_file;attr_gr_2;0;"file delectus iste";"file rerum delectus";"file velit beatae";"file odit non";"file non aut";0;1;png,pdf;;
attr_255;pim_catalog_simpleselect;attr_gr_10;0;"simpleselect sit ut";"simpleselect corrupti aut";"simpleselect neque perspiciatis";"simpleselect ducimus quibusdam";"simpleselect voluptatem officiis";0;0;;;
attr_256;pim_catalog_date;attr_gr_3;0;"date architecto quisquam";"date aspernatur quia";"date blanditiis voluptas";"date eum est";"date quidem in";0;0;;;
attr_257;pim_catalog_metric;attr_gr_1;0;"metric tenetur esse";"metric et magni";"metric saepe laborum";"metric vel minus";"metric quisquam est";0;0;;Length;METER
attr_258;pim_catalog_multiselect;attr_gr_6;0;"multiselect eligendi odit";"multiselect nisi eligendi";"multiselect illum sed";"multiselect dolor facilis";"multiselect ducimus et";0;0;;;
attr_259;pim_catalog_text;attr_gr_10;0;"text qui cupiditate";"text ut omnis";"text ex nulla";"text sunt aut";"text nemo assumenda";0;0;;;
attr_260;pim_catalog_metric;attr_gr_14;0;"metric et ex";"metric tempora optio";"metric deleniti debitis";"metric doloribus esse";"metric sequi architecto";0;0;;Length;METER
attr_261;pim_catalog_price_collection;attr_gr_1;0;"price_collection sunt aut";"price_collection laudantium rem";"price_collection omnis nobis";"price_collection maxime rem";"price_collection alias iusto";0;0;;;
attr_262;pim_catalog_multiselect;attr_gr_11;0;"multiselect eveniet qui";"multiselect minus voluptas";"multiselect aliquam minima";"multiselect ducimus numquam";"multiselect cumque sint";0;0;;;
attr_263;pim_catalog_price_collection;attr_gr_14;0;"price_collection aspernatur eum";"price_collection dolorem error";"price_collection nihil eaque";"price_collection officia hic";"price_collection nisi quidem";0;0;;;
attr_264;pim_catalog_multiselect;attr_gr_3;1;"multiselect tempora est";"multiselect amet dolorum";"multiselect architecto aut";"multiselect dolor autem";"multiselect quo id";1;0;;;
attr_265;pim_catalog_price_collection;attr_gr_7;0;"price_collection facilis quisquam";"price_collection maiores quia";"price_collection maiores assumenda";"price_collection quo deserunt";"price_collection tempora blanditiis";0;0;;;
attr_266;pim_catalog_textarea;attr_gr_2;0;"textarea vero beatae";"textarea rerum quo";"textarea veritatis in";"textarea ducimus laudantium";"textarea sed non";0;0;;;
attr_267;pim_catalog_boolean;attr_gr_7;0;"boolean vitae est";"boolean ut et";"boolean quae velit";"boolean voluptatem sapiente";"boolean ut consequatur";0;0;;;
attr_268;pim_catalog_image;attr_gr_8;0;"image voluptas non";"image ipsam perferendis";"image sit consequatur";"image repellendus consequatur";"image sed excepturi";0;0;pdf,jpg;;
attr_269;pim_catalog_price_collection;attr_gr_0;0;"price_collection quibusdam corporis";"price_collection ab qui";"price_collection occaecati quo";"price_collection quo dignissimos";"price_collection laudantium laudantium";0;0;;;
attr_270;pim_catalog_boolean;attr_gr_5;0;"boolean dolores quod";"boolean eveniet voluptates";"boolean dolore quis";"boolean quidem sed";"boolean magni architecto";1;0;;;
attr_271;pim_catalog_boolean;attr_gr_13;0;"boolean nesciunt eveniet";"boolean earum nisi";"boolean inventore est";"boolean tempore autem";"boolean quisquam harum";0;0;;;
attr_272;pim_catalog_file;attr_gr_12;0;"file odit laboriosam";"file accusamus tempore";"file rerum aut";"file laborum dolorum";"file enim accusamus";0;0;jpg,pdf;;
attr_273;pim_catalog_price_collection;attr_gr_9;0;"price_collection consequuntur molestias";"price_collection sint aut";"price_collection voluptas voluptatibus";"price_collection quae in";"price_collection asperiores ipsam";0;1;;;
attr_274;pim_catalog_simpleselect;attr_gr_1;0;"simpleselect perspiciatis amet";"simpleselect ipsa incidunt";"simpleselect non sed";"simpleselect laboriosam asperiores";"simpleselect aliquid laudantium";0;0;;;
attr_275;pim_catalog_file;attr_gr_1;0;"file ut dolorem";"file aut vero";"file earum quod";"file eligendi dolorum";"file molestiae qui";0;0;pdf,jpg;;
attr_276;pim_catalog_price_collection;attr_gr_12;0;"price_collection similique ut";"price_collection alias ducimus";"price_collection veniam labore";"price_collection rerum non";"price_collection vel omnis";0;0;;;
attr_277;pim_catalog_metric;attr_gr_11;0;"metric sint est";"metric ullam dignissimos";"metric totam qui";"metric reprehenderit corporis";"metric velit sunt";0;0;;Length;METER
attr_278;pim_catalog_file;attr_gr_1;0;"file aut nobis";"file veniam non";"file tenetur facere";"file commodi nobis";"file ex aliquid";0;0;jpg,pdf;;
attr_279;pim_catalog_date;attr_gr_7;0;"date nostrum quis";"date et voluptas";"date dolor error";"date quia aut";"date cum autem";0;0;;;
attr_280;pim_catalog_number;attr_gr_3;0;"number error natus";"number iure sed";"number corrupti eaque";"number itaque nostrum";"number eum hic";0;0;;;
attr_281;pim_catalog_file;attr_gr_10;0;"file quis minima";"file voluptatibus veniam";"file dignissimos commodi";"file nam repudiandae";"file et voluptas";0;0;jpg,png;;
attr_282;pim_catalog_multiselect;attr_gr_0;0;"multiselect occaecati quisquam";"multiselect eius omnis";"multiselect aliquid quas";"multiselect labore quis";"multiselect in velit";0;0;;;
attr_283;pim_catalog_multiselect;attr_gr_7;0;"multiselect consequatur dolores";"multiselect velit rerum";"multiselect doloribus omnis";"multiselect perferendis et";"multiselect occaecati non";0;0;;;
attr_284;pim_catalog_textarea;attr_gr_14;0;"textarea est dolore";"textarea deleniti quo";"textarea ab sit";"textarea nisi enim";"textarea eveniet aliquid";0;0;;;
attr_285;pim_catalog_metric;attr_gr_9;0;"metric suscipit sapiente";"metric rerum maiores";"metric minima aut";"metric alias culpa";"metric autem molestiae";0;0;;Length;METER
attr_286;pim_catalog_date;attr_gr_7;0;"date illum nostrum";"date architecto aut";"date facilis atque";"date dolores fuga";"date unde ut";1;0;;;
attr_287;pim_catalog_number;attr_gr_5;0;"number molestiae et";"number similique aspernatur";"number accusamus dignissimos";"number molestiae et";"number architecto et";0;0;;;
attr_288;pim_catalog_number;attr_gr_5;0;"number saepe illum";"number eum quam";"number amet voluptates";"number alias tenetur";"number quisquam fugiat";0;0;;;
attr_289;pim_catalog_multiselect;attr_gr_6;0;"multiselect in aut";"multiselect debitis voluptatum";"multiselect similique dicta";"multiselect dolor corrupti";"multiselect impedit similique";0;0;;;
attr_290;pim_catalog_price_collection;attr_gr_2;0;"price_collection aut veniam";"price_collection dicta facere";"price_collection illum provident";"price_collection qui quia";"price_collection consequatur error";0;0;;;
attr_291;pim_catalog_multiselect;attr_gr_8;0;"multiselect rerum iure";"multiselect distinctio temporibus";"multiselect autem quia";"multiselect quidem esse";"multiselect alias recusandae";0;0;;;
attr_292;pim_catalog_text;attr_gr_9;0;"text suscipit veritatis";"text ratione ut";"text nisi commodi";"text ducimus omnis";"text dolor laudantium";0;0;;;
attr_293;pim_catalog_metric;attr_gr_6;0;"metric exercitationem nihil";"metric aut nostrum";"metric aut nobis";"metric doloribus rerum";"metric dolorem aut";0;0;;Length;METER
attr_294;pim_catalog_metric;attr_gr_4;0;"metric non porro";"metric non aut";"metric veniam blanditiis";"metric impedit sint";"metric rerum sit";0;0;;Length;METER
attr_295;pim_catalog_metric;attr_gr_5;1;"metric itaque dignissimos";"metric assumenda neque";"metric numquam est";"metric non dolores";"metric dolorem repellendus";0;0;;Length;METER
attr_296;pim_catalog_simpleselect;attr_gr_10;0;"simpleselect nulla consequatur";"simpleselect doloremque sit";"simpleselect vel quam";"simpleselect delectus temporibus";"simpleselect libero delectus";0;0;;;
attr_297;pim_catalog_number;attr_gr_0;0;"number dolores ipsa";"number voluptatem ipsam";"number dolor vel";"number unde sapiente";"number exercitationem occaecati";0;0;;;
attr_298;pim_catalog_text;attr_gr_6;0;"text dolores numquam";"text cum voluptatum";"text voluptatibus veniam";"text ut dolores";"text pariatur est";0;0;;;
attr_299;pim_catalog_multiselect;attr_gr_6;0;"multiselect voluptatem aut";"multiselect temporibus aut";"multiselect placeat quia";"multiselect ut aut";"multiselect sed fugiat";0;0;;;
attr_300;pim_catalog_number;attr_gr_12;0;"number sint nobis";"number occaecati perspiciatis";"number earum autem";"number doloribus ut";"number eos dolor";0;0;;;
attr_301;pim_catalog_boolean;attr_gr_5;1;"boolean at delectus";"boolean expedita earum";"boolean quisquam alias";"boolean aut aliquid";"boolean et deserunt";0;0;;;
attr_302;pim_catalog_metric;attr_gr_12;0;"metric nisi fugit";"metric nihil inventore";"metric quod rerum";"metric porro expedita";"metric accusamus aspernatur";0;0;;Length;METER
attr_303;pim_catalog_multiselect;attr_gr_1;1;"multiselect eaque sed";"multiselect accusamus exercitationem";"multiselect iure et";"multiselect voluptatum recusandae";"multiselect perferendis ratione";0;0;;;
attr_304;pim_catalog_price_collection;attr_gr_8;0;"price_collection perspiciatis sit";"price_collection id rerum";"price_collection dolores qui";"price_collection harum est";"price_collection sapiente consequuntur";0;0;;;
attr_305;pim_catalog_simpleselect;attr_gr_6;0;"simpleselect facilis minus";"simpleselect quae pariatur";"simpleselect quia earum";"simpleselect impedit qui";"simpleselect tenetur possimus";0;0;;;
attr_306;pim_catalog_number;attr_gr_6;0;"number et suscipit";"number non qui";"number ipsam sed";"number a autem";"number nihil veritatis";0;1;;;
attr_307;pim_catalog_image;attr_gr_3;0;"image enim eum";"image eos sed";"image non a";"image dolorem tempore";"image sit et";0;0;png,jpg;;
attr_308;pim_catalog_boolean;attr_gr_9;0;"boolean eos deleniti";"boolean ut autem";"boolean fugiat nulla";"boolean dolorem porro";"boolean aliquam accusamus";0;0;;;
attr_309;pim_catalog_textarea;attr_gr_12;0;"textarea aut quia";"textarea asperiores et";"textarea ea eligendi";"textarea quaerat commodi";"textarea quaerat reiciendis";0;0;;;
attr_310;pim_catalog_multiselect;attr_gr_5;0;"multiselect laboriosam autem";"multiselect consectetur aut";"multiselect doloribus eaque";"multiselect ab facere";"multiselect amet laboriosam";0;0;;;
attr_311;pim_catalog_text;attr_gr_7;0;"text tenetur doloribus";"text eos et";"text vitae dolore";"text repudiandae pariatur";"text sapiente quo";0;0;;;
attr_312;pim_catalog_price_collection;attr_gr_12;0;"price_collection maiores sit";"price_collection mollitia commodi";"price_collection quaerat accusantium";"price_collection facere saepe";"price_collection sit et";0;0;;;
attr_313;pim_catalog_price_collection;attr_gr_8;0;"price_collection perspiciatis eius";"price_collection nihil suscipit";"price_collection est et";"price_collection modi illo";"price_collection et sed";0;0;;;
attr_314;pim_catalog_image;attr_gr_4;0;"image doloribus quia";"image qui dolore";"image nihil minima";"image asperiores voluptas";"image velit dolore";0;0;pdf,jpg;;
attr_315;pim_catalog_simpleselect;attr_gr_5;0;"simpleselect rerum ut";"simpleselect similique itaque";"simpleselect sequi dicta";"simpleselect sint nostrum";"simpleselect necessitatibus dolore";0;0;;;
attr_316;pim_catalog_boolean;attr_gr_3;0;"boolean non quo";"boolean nihil maxime";"boolean atque quia";"boolean eveniet modi";"boolean repellat expedita";0;0;;;
attr_317;pim_catalog_text;attr_gr_13;0;"text molestiae impedit";"text dolore quas";"text dolorem ut";"text nostrum et";"text ullam incidunt";0;0;;;
attr_318;pim_catalog_text;attr_gr_8;0;"text ea nihil";"text mollitia accusantium";"text eum aut";"text quas consectetur";"text quis ducimus";0;0;;;
attr_319;pim_catalog_textarea;attr_gr_7;1;"textarea hic autem";"textarea unde iusto";"textarea aut eum";"textarea tempora earum";"textarea quam cumque";0;0;;;
attr_320;pim_catalog_text;attr_gr_13;0;"text occaecati iure";"text qui facilis";"text inventore ut";"text qui id";"text dolorem assumenda";0;0;;;
attr_321;pim_catalog_boolean;attr_gr_0;0;"boolean voluptas facere";"boolean totam vel";"boolean voluptatibus voluptatem";"boolean necessitatibus tempore";"boolean et autem";0;0;;;
attr_322;pim_catalog_date;attr_gr_3;0;"date similique est";"date nisi velit";"date et distinctio";"date voluptatem repudiandae";"date voluptates et";0;0;;;
attr_323;pim_catalog_number;attr_gr_11;0;"number voluptatum ut";"number recusandae qui";"number voluptatem maxime";"number voluptatem illo";"number ut ad";0;1;;;
attr_324;pim_catalog_price_collection;attr_gr_1;0;"price_collection inventore qui";"price_collection consequatur et";"price_collection animi voluptas";"price_collection quidem in";"price_collection consequatur omnis";0;0;;;
