code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-ru_RU;label-it_IT;localizable;scopable;allowed_extensions;metric_family;default_metric_unit;decimals_allowed;negative_allowed
attr_270;pim_catalog_multiselect;attr_gr_14;0;multiselect necessitatibus aut;multiselect minima magnam;multiselect amet alias;multiselect ut vel;0;0;;;;;
attr_271;pim_catalog_file;attr_gr_5;0;file quos dolores;file deleniti deleniti;file nihil autem;file quia quo;0;0;pdf,doc;;;;
attr_272;pim_catalog_text;attr_gr_4;0;text commodi voluptate;text excepturi et;text magnam rerum;text qui tenetur;0;0;;;;;
attr_273;pim_catalog_number;attr_gr_11;0;number libero est;number modi illum;number fuga autem;number quia est;1;0;;;;1;1
attr_274;pim_catalog_boolean;attr_gr_4;0;boolean consequatur quo;boolean consequatur occaecati;boolean doloribus nihil;boolean et illo;0;0;;;;;
attr_275;pim_catalog_price_collection;attr_gr_0;0;price_collection alias voluptas;price_collection quaerat architecto;price_collection dolores fuga;price_collection quo quaerat;1;0;;;;1;
attr_276;pim_catalog_simpleselect;attr_gr_6;0;simpleselect est quia;simpleselect necessitatibus tenetur;simpleselect voluptatem minima;simpleselect expedita ea;0;0;;;;;
attr_277;pim_catalog_boolean;attr_gr_13;0;boolean nisi iure;boolean non autem;boolean eos rerum;boolean hic esse;0;0;;;;;
attr_278;pim_catalog_date;attr_gr_12;0;date tempora architecto;date voluptate at;date est quam;date pariatur odio;0;0;;;;;
attr_279;pim_catalog_boolean;attr_gr_5;0;boolean accusamus illo;boolean harum aut;boolean est molestiae;boolean soluta maiores;0;0;;;;;
attr_28;pim_catalog_image;attr_gr_14;1;image itaque laudantium;image saepe fugiat;image qui voluptatem;image quia voluptates;0;0;jpg,png;;;;
attr_280;pim_catalog_price_collection;attr_gr_9;0;price_collection porro nesciunt;price_collection voluptatem unde;price_collection culpa praesentium;price_collection illo ratione;0;1;;;;1;
attr_281;pim_catalog_simpleselect;attr_gr_1;0;simpleselect quo repellat;simpleselect commodi autem;simpleselect cum quia;simpleselect sunt ratione;0;0;;;;;
attr_282;pim_catalog_date;attr_gr_1;0;date aut quis;date corporis quo;date et possimus;date dicta placeat;0;0;;;;;
attr_283;pim_catalog_number;attr_gr_5;0;number dolor cum;number sunt explicabo;number amet eius;number non quia;0;0;;;;1;1
attr_284;pim_catalog_image;attr_gr_11;0;image est quod;image consequatur eos;image quia amet;image et itaque;0;0;jpg,png;;;;
attr_285;pim_catalog_simpleselect;attr_gr_6;0;simpleselect voluptatem sit;simpleselect molestiae quod;simpleselect aperiam est;simpleselect sunt eum;0;0;;;;;
attr_286;pim_catalog_metric;attr_gr_8;0;metric provident expedita;metric qui aut;metric expedita qui;metric iusto aut;0;0;;Length;METER;1;1
attr_287;pim_catalog_file;attr_gr_0;0;file consequatur magni;file numquam quae;file veritatis facilis;file debitis et;0;0;pdf,doc;;;;
attr_288;pim_catalog_file;attr_gr_8;0;file libero et;file ex fugiat;file aliquid illo;file iure vel;0;0;pdf,doc;;;;
attr_289;pim_catalog_multiselect;attr_gr_0;0;multiselect consequatur et;multiselect ab qui;multiselect qui aut;multiselect ut odio;0;0;;;;;
attr_29;pim_catalog_boolean;attr_gr_0;0;boolean voluptatem quaerat;boolean sint libero;boolean tempore modi;boolean nihil nam;0;0;;;;;
attr_290;pim_catalog_multiselect;attr_gr_7;0;multiselect sint et;multiselect dolor maiores;multiselect quod et;multiselect maxime ratione;0;0;;;;;
attr_291;pim_catalog_textarea;attr_gr_14;0;textarea omnis autem;textarea voluptatem sit;textarea perferendis et;textarea aut cum;0;0;;;;;
attr_292;pim_catalog_metric;attr_gr_9;1;metric soluta nobis;metric exercitationem provident;metric necessitatibus fuga;metric numquam quos;0;0;;Length;METER;1;1
attr_293;pim_catalog_date;attr_gr_7;0;date omnis rem;date voluptas possimus;date consequuntur voluptatum;date et vel;1;0;;;;;
attr_294;pim_catalog_price_collection;attr_gr_5;0;price_collection architecto saepe;price_collection sed est;price_collection delectus asperiores;price_collection molestiae quidem;0;0;;;;1;
attr_295;pim_catalog_number;attr_gr_5;0;number laudantium ut;number voluptatem eum;number odio sapiente;number consequatur illum;0;0;;;;1;1
attr_296;pim_catalog_multiselect;attr_gr_6;0;multiselect id consequatur;multiselect voluptas officia;multiselect numquam nulla;multiselect dicta sapiente;0;0;;;;;
attr_297;pim_catalog_simpleselect;attr_gr_2;0;simpleselect fuga quia;simpleselect optio possimus;simpleselect voluptatem illum;simpleselect aut ipsa;0;0;;;;;
attr_298;pim_catalog_multiselect;attr_gr_8;0;multiselect cum officia;multiselect ab nihil;multiselect ut numquam;multiselect sit repellat;0;0;;;;;
attr_299;pim_catalog_text;attr_gr_9;0;text nemo nihil;text aut quia;text odit et;text nihil quod;0;0;;;;;
attr_3;pim_catalog_text;attr_gr_4;0;text aut amet;text non nesciunt;text et consequatur;text rerum rem;0;0;;;;;
attr_30;pim_catalog_text;attr_gr_8;0;text modi veritatis;text sint et;text impedit et;text temporibus natus;0;0;;;;;
attr_300;pim_catalog_image;attr_gr_6;0;image tenetur beatae;image recusandae nulla;image eligendi aliquam;image dolorem hic;0;0;jpg,png;;;;
attr_301;pim_catalog_date;attr_gr_9;0;date et blanditiis;date consectetur rerum;date eos perferendis;date sed deleniti;0;0;;;;;
attr_302;pim_catalog_date;attr_gr_4;0;date et nulla;date est velit;date necessitatibus voluptas;date facere sed;0;0;;;;;
attr_303;pim_catalog_file;attr_gr_1;0;file est et;file tempora qui;file ad asperiores;file dolore et;0;0;pdf,doc;;;;
attr_304;pim_catalog_text;attr_gr_6;1;text temporibus distinctio;text quia placeat;text ipsum deserunt;text exercitationem voluptatem;0;0;;;;;
attr_305;pim_catalog_textarea;attr_gr_6;0;textarea illo nesciunt;textarea mollitia a;textarea dolore et;textarea vel magnam;0;0;;;;;
attr_306;pim_catalog_number;attr_gr_12;0;number laboriosam ducimus;number hic fugit;number itaque voluptatum;number eaque culpa;0;0;;;;1;1
attr_307;pim_catalog_number;attr_gr_5;0;number cum velit;number cupiditate dolorem;number incidunt debitis;number enim est;0;0;;;;1;1
attr_308;pim_catalog_image;attr_gr_12;0;image fugit occaecati;image neque dolores;image in laudantium;image sit adipisci;0;0;jpg,png;;;;
attr_309;pim_catalog_simpleselect;attr_gr_5;0;simpleselect quidem repellat;simpleselect blanditiis est;simpleselect et ducimus;simpleselect fugit ea;0;0;;;;;
attr_31;pim_catalog_boolean;attr_gr_10;0;boolean fuga sit;boolean rerum perferendis;boolean animi dignissimos;boolean reprehenderit assumenda;1;0;;;;;
attr_310;pim_catalog_textarea;attr_gr_9;0;textarea mollitia non;textarea id voluptatibus;textarea quia tempore;textarea distinctio enim;0;0;;;;;
attr_311;pim_catalog_metric;attr_gr_4;0;metric vel dolore;metric sit blanditiis;metric sequi iure;metric nam id;0;0;;Length;METER;1;1
attr_312;pim_catalog_multiselect;attr_gr_6;0;multiselect veniam consequuntur;multiselect dolorem facere;multiselect animi officiis;multiselect doloremque odit;0;0;;;;;
attr_313;pim_catalog_image;attr_gr_3;0;image nihil et;image qui qui;image eaque architecto;image dolorem facere;0;0;jpg,png;;;;
attr_314;pim_catalog_boolean;attr_gr_9;0;boolean molestiae qui;boolean aut rem;boolean voluptatum quos;boolean et placeat;0;0;;;;;
attr_315;pim_catalog_textarea;attr_gr_12;0;textarea consectetur quae;textarea perspiciatis aut;textarea quo mollitia;textarea illum ut;0;0;;;;;
attr_316;pim_catalog_multiselect;attr_gr_5;0;multiselect quia fugit;multiselect animi non;multiselect delectus iste;multiselect rerum delectus;0;0;;;;;
attr_317;pim_catalog_text;attr_gr_7;0;text beatae odit;text non non;text aut consequatur;text sit ut;0;0;;;;;
attr_318;pim_catalog_price_collection;attr_gr_12;1;price_collection aut neque;price_collection perspiciatis ducimus;price_collection quibusdam voluptatem;price_collection officiis sit;0;0;;;;1;
attr_319;pim_catalog_simpleselect;attr_gr_8;0;simpleselect quisquam aspernatur;simpleselect quia blanditiis;simpleselect voluptas eum;simpleselect est quidem;0;0;;;;;
attr_32;pim_catalog_multiselect;attr_gr_5;1;multiselect atque quasi;multiselect sed cum;multiselect ut fugit;multiselect laborum labore;0;0;;;;;
attr_320;pim_catalog_file;attr_gr_4;0;file laudantium tenetur;file esse et;file magni saepe;file laborum vel;0;0;pdf,doc;;;;
attr_321;pim_catalog_multiselect;attr_gr_5;0;multiselect quisquam est;multiselect blanditiis eligendi;multiselect odit nisi;multiselect eligendi illum;0;0;;;;;
attr_322;pim_catalog_number;attr_gr_3;0;number dolor facilis;number ducimus et;number ducimus qui;number cupiditate ut;0;0;;;;1;1
attr_323;pim_catalog_text;attr_gr_13;0;text ex nulla;text sunt aut;text nemo assumenda;text magnam et;0;0;;;;;
attr_324;pim_catalog_boolean;attr_gr_3;0;boolean tempora optio;boolean deleniti debitis;boolean doloribus esse;boolean sequi architecto;0;0;;;;;
attr_325;pim_catalog_boolean;attr_gr_9;1;boolean sunt aut;boolean laudantium rem;boolean omnis nobis;boolean maxime rem;0;0;;;;;
attr_326;pim_catalog_image;attr_gr_5;0;image iusto repellendus;image eveniet qui;image minus voluptas;image aliquam minima;0;0;jpg,png;;;;
attr_327;pim_catalog_price_collection;attr_gr_3;0;price_collection numquam cumque;price_collection sint libero;price_collection aspernatur eum;price_collection dolorem error;0;0;;;;1;
attr_328;pim_catalog_image;attr_gr_11;0;image eaque officia;image hic nisi;image quidem expedita;image tempora est;0;0;jpg,png;;;;
attr_329;pim_catalog_price_collection;attr_gr_0;0;price_collection dolorum architecto;price_collection aut dolor;price_collection autem quo;price_collection id ipsa;0;0;;;;1;
attr_33;pim_catalog_date;attr_gr_12;0;date dolorem aperiam;date nostrum consequatur;date temporibus a;date perferendis eos;0;0;;;;;
attr_330;pim_catalog_file;attr_gr_2;0;file quisquam maiores;file quia maiores;file assumenda quo;file deserunt tempora;1;0;pdf,doc;;;;
attr_331;pim_catalog_text;attr_gr_1;0;text animi vero;text beatae rerum;text quo veritatis;text in ducimus;0;0;;;;;
attr_332;pim_catalog_text;attr_gr_2;0;text sed non;text et vitae;text est ut;text et quae;0;0;;;;;
attr_333;pim_catalog_textarea;attr_gr_3;1;textarea voluptatem sapiente;textarea ut consequatur;textarea repellat voluptas;textarea non ipsam;0;0;;;;;
attr_334;pim_catalog_boolean;attr_gr_4;0;boolean sit consequatur;boolean repellendus consequatur;boolean sed excepturi;boolean soluta quibusdam;0;1;;;;;
attr_335;pim_catalog_date;attr_gr_6;0;date ab qui;date occaecati quo;date quo dignissimos;date laudantium laudantium;0;0;;;;;
attr_336;pim_catalog_date;attr_gr_2;0;date dolores quod;date eveniet voluptates;date dolore quis;date quidem sed;0;0;;;;;
attr_337;pim_catalog_boolean;attr_gr_5;0;boolean architecto officiis;boolean nesciunt eveniet;boolean earum nisi;boolean inventore est;0;0;;;;;
attr_338;pim_catalog_metric;attr_gr_8;0;metric autem quisquam;metric harum in;metric odit laboriosam;metric accusamus tempore;0;0;;Length;METER;1;1
attr_339;pim_catalog_image;attr_gr_6;0;image aut laborum;image dolorum enim;image accusamus eius;image consequuntur molestias;1;0;jpg,png;;;;
attr_34;pim_catalog_image;attr_gr_4;1;image esse minus;image quod quia;image voluptatem in;image quas amet;0;0;jpg,png;;;;
attr_340;pim_catalog_text;attr_gr_12;0;text aut voluptas;text voluptatibus quae;text in asperiores;text ipsam veniam;0;0;;;;;
attr_341;pim_catalog_metric;attr_gr_10;0;metric amet ipsa;metric incidunt non;metric sed laboriosam;metric asperiores aliquid;0;0;;Length;METER;1;1
attr_342;pim_catalog_text;attr_gr_1;0;text asperiores ut;text dolorem aut;text vero earum;text quod eligendi;0;0;;;;;
attr_343;pim_catalog_price_collection;attr_gr_7;0;price_collection molestiae qui;price_collection asperiores similique;price_collection ut alias;price_collection ducimus veniam;0;0;;;;1;
attr_344;pim_catalog_price_collection;attr_gr_12;0;price_collection rerum non;price_collection vel omnis;price_collection commodi sint;price_collection est ullam;0;0;;;;1;
attr_345;pim_catalog_simpleselect;attr_gr_2;0;simpleselect totam qui;simpleselect reprehenderit corporis;simpleselect velit sunt;simpleselect natus aut;0;0;;;;;
attr_346;pim_catalog_boolean;attr_gr_14;0;boolean veniam non;boolean tenetur facere;boolean commodi nobis;boolean ex aliquid;0;0;;;;;
attr_347;pim_catalog_image;attr_gr_0;0;image nostrum quis;image et voluptas;image dolor error;image quia aut;0;0;jpg,png;;;;
attr_348;pim_catalog_file;attr_gr_10;0;file autem placeat;file error natus;file iure sed;file corrupti eaque;0;0;pdf,doc;;;;
attr_349;pim_catalog_file;attr_gr_6;0;file nostrum eum;file hic id;file quis minima;file voluptatibus veniam;0;0;pdf,doc;;;;
attr_35;pim_catalog_multiselect;attr_gr_8;0;multiselect earum dolor;multiselect laboriosam ipsa;multiselect ut rerum;multiselect temporibus aut;1;0;;;;;
attr_350;pim_catalog_number;attr_gr_14;0;number commodi nam;number repudiandae et;number voluptas nostrum;number occaecati quisquam;0;0;;;;1;1
attr_351;pim_catalog_number;attr_gr_8;1;number omnis aliquid;number quas labore;number quis in;number velit laudantium;0;0;;;;1;1
attr_352;pim_catalog_metric;attr_gr_0;0;metric dolores velit;metric rerum doloribus;metric omnis perferendis;metric et occaecati;0;0;;Length;METER;1;1
attr_353;pim_catalog_multiselect;attr_gr_4;0;multiselect eligendi est;multiselect dolore deleniti;multiselect quo ab;multiselect sit nisi;0;0;;;;;
attr_354;pim_catalog_multiselect;attr_gr_6;1;multiselect eveniet aliquid;multiselect omnis suscipit;multiselect sapiente rerum;multiselect maiores minima;0;0;;;;;
attr_355;pim_catalog_boolean;attr_gr_8;0;boolean alias culpa;boolean autem molestiae;boolean praesentium illum;boolean nostrum architecto;1;0;;;;;
attr_356;pim_catalog_simpleselect;attr_gr_7;0;simpleselect facilis atque;simpleselect dolores fuga;simpleselect unde ut;simpleselect aut molestiae;0;0;;;;;
attr_357;pim_catalog_boolean;attr_gr_4;0;boolean similique aspernatur;boolean accusamus dignissimos;boolean molestiae et;boolean architecto et;0;0;;;;;
attr_358;pim_catalog_text;attr_gr_12;0;text saepe illum;text eum quam;text amet voluptates;text alias tenetur;0;0;;;;;
attr_359;pim_catalog_image;attr_gr_0;0;image fugiat unde;image in aut;image debitis voluptatum;image similique dicta;0;0;jpg,png;;;;
attr_36;pim_catalog_boolean;attr_gr_7;0;boolean officiis autem;boolean ea aut;boolean vel sint;boolean id itaque;0;0;;;;;
attr_360;pim_catalog_date;attr_gr_2;0;date corrupti impedit;date similique velit;date aut veniam;date dicta facere;0;0;;;;;
attr_361;pim_catalog_boolean;attr_gr_1;0;boolean provident qui;boolean quia consequatur;boolean error est;boolean rerum iure;0;0;;;;;
attr_362;pim_catalog_boolean;attr_gr_5;0;boolean temporibus autem;boolean quia quidem;boolean esse alias;boolean recusandae illum;0;0;;;;;
attr_363;pim_catalog_price_collection;attr_gr_2;0;price_collection veritatis ratione;price_collection ut nisi;price_collection commodi ducimus;price_collection omnis dolor;0;0;;;;1;
attr_364;pim_catalog_file;attr_gr_4;0;file occaecati exercitationem;file nihil aut;file nostrum aut;file nobis doloribus;0;0;pdf,doc;;;;
attr_365;pim_catalog_image;attr_gr_14;0;image dolorem aut;image sequi non;image porro non;image aut veniam;0;0;jpg,png;;;;
attr_366;pim_catalog_textarea;attr_gr_12;0;textarea impedit sint;textarea rerum sit;textarea enim itaque;textarea dignissimos assumenda;0;0;;;;;
attr_367;pim_catalog_metric;attr_gr_14;0;metric numquam est;metric non dolores;metric dolorem repellendus;metric aspernatur nulla;0;0;;Length;METER;1;1
attr_368;pim_catalog_simpleselect;attr_gr_9;0;simpleselect doloremque sit;simpleselect vel quam;simpleselect delectus temporibus;simpleselect libero delectus;0;0;;;;;
attr_369;pim_catalog_multiselect;attr_gr_0;0;multiselect dolores ipsa;multiselect voluptatem ipsam;multiselect dolor vel;multiselect unde sapiente;0;0;;;;;
attr_37;pim_catalog_number;attr_gr_14;0;number excepturi itaque;number reiciendis laudantium;number eum distinctio;number odit rem;0;0;;;;1;1
attr_370;pim_catalog_date;attr_gr_8;0;date occaecati quos;date dolores numquam;date cum voluptatum;date voluptatibus veniam;0;0;;;;;
attr_371;pim_catalog_price_collection;attr_gr_7;0;price_collection dolores pariatur;price_collection est iusto;price_collection voluptatem aut;price_collection temporibus aut;0;0;;;;1;
attr_372;pim_catalog_boolean;attr_gr_3;0;boolean quia ut;boolean aut sed;boolean fugiat dolores;boolean sint nobis;1;0;;;;;
attr_373;pim_catalog_metric;attr_gr_9;0;metric perspiciatis earum;metric autem doloribus;metric ut eos;metric dolor aut;0;0;;Length;METER;1;1
attr_374;pim_catalog_text;attr_gr_4;0;text delectus expedita;text earum quisquam;text alias aut;text aliquid et;0;0;;;;;
attr_375;pim_catalog_number;attr_gr_4;0;number alias nisi;number fugit nihil;number inventore quod;number rerum porro;1;0;;;;1;1
attr_376;pim_catalog_textarea;attr_gr_0;0;textarea accusamus aspernatur;textarea esse eaque;textarea sed accusamus;textarea exercitationem iure;0;0;;;;;
attr_377;pim_catalog_simpleselect;attr_gr_9;0;simpleselect voluptatum recusandae;simpleselect perferendis ratione;simpleselect eaque perspiciatis;simpleselect sit id;0;0;;;;;
attr_378;pim_catalog_date;attr_gr_4;0;date dolores qui;date harum est;date sapiente consequuntur;date et facilis;0;0;;;;;
attr_379;pim_catalog_simpleselect;attr_gr_0;0;simpleselect quae pariatur;simpleselect quia earum;simpleselect impedit qui;simpleselect tenetur possimus;0;0;;;;;
attr_38;pim_catalog_simpleselect;attr_gr_8;0;simpleselect aut vel;simpleselect nam doloremque;simpleselect eaque eos;simpleselect sit non;1;0;;;;;
attr_380;pim_catalog_date;attr_gr_13;0;date et suscipit;date non qui;date ipsam sed;date a autem;0;0;;;;;
attr_381;pim_catalog_image;attr_gr_0;0;image veritatis sint;image enim eum;image eos sed;image non a;0;0;jpg,png;;;;
attr_382;pim_catalog_file;attr_gr_10;0;file tempore sit;file et corrupti;file eos deleniti;file ut autem;0;0;pdf,doc;;;;
attr_383;pim_catalog_image;attr_gr_0;0;image nulla dolorem;image porro aliquam;image accusamus delectus;image aut quia;0;0;jpg,png;;;;
attr_384;pim_catalog_multiselect;attr_gr_6;0;multiselect et ea;multiselect eligendi quaerat;multiselect commodi quaerat;multiselect reiciendis in;0;0;;;;;
attr_385;pim_catalog_metric;attr_gr_4;0;metric autem consectetur;metric aut doloribus;metric eaque ab;metric facere amet;0;0;;Length;METER;1;1
attr_386;pim_catalog_multiselect;attr_gr_10;0;multiselect quod tenetur;multiselect doloribus eos;multiselect et vitae;multiselect dolore repudiandae;0;0;;;;;
attr_387;pim_catalog_simpleselect;attr_gr_13;1;simpleselect sapiente quo;simpleselect esse maiores;simpleselect sit mollitia;simpleselect commodi quaerat;0;0;;;;;
attr_388;pim_catalog_date;attr_gr_10;0;date facere saepe;date sit et;date sit perspiciatis;date eius nihil;0;0;;;;;
attr_389;pim_catalog_date;attr_gr_14;0;date est et;date modi illo;date et sed;date numquam doloribus;0;0;;;;;
attr_39;pim_catalog_date;attr_gr_0;0;date et ab;date occaecati et;date iure praesentium;date tempora ut;0;0;;;;;
attr_390;pim_catalog_image;attr_gr_0;0;image qui dolore;image nihil minima;image asperiores voluptas;image velit dolore;0;0;jpg,png;;;;
attr_391;pim_catalog_metric;attr_gr_1;0;metric rerum ut;metric similique itaque;metric sequi dicta;metric sint nostrum;0;0;;Length;METER;1;1
attr_392;pim_catalog_simpleselect;attr_gr_10;0;simpleselect dolore cupiditate;simpleselect non quo;simpleselect nihil maxime;simpleselect atque quia;0;0;;;;;
attr_393;pim_catalog_image;attr_gr_1;0;image modi repellat;image expedita iusto;image molestiae impedit;image dolore quas;0;0;jpg,png;;;;
attr_394;pim_catalog_date;attr_gr_8;0;date ut nostrum;date et ullam;date incidunt quaerat;date ea nihil;0;0;;;;;
attr_395;pim_catalog_metric;attr_gr_2;0;metric accusantium eum;metric aut quas;metric consectetur quis;metric ducimus ut;0;0;;Length;METER;1;1
attr_396;pim_catalog_text;attr_gr_14;0;text autem unde;text iusto aut;text eum tempora;text earum quam;0;0;;;;;
attr_397;pim_catalog_textarea;attr_gr_3;0;textarea inventore occaecati;textarea iure qui;textarea facilis inventore;textarea ut qui;0;0;;;;;
attr_398;pim_catalog_metric;attr_gr_2;0;metric dolorem assumenda;metric laboriosam voluptas;metric facere totam;metric vel voluptatibus;0;0;;Length;METER;1;1
attr_399;pim_catalog_boolean;attr_gr_7;0;boolean necessitatibus tempore;boolean et autem;boolean consequuntur similique;boolean est nisi;0;0;;;;;
attr_4;pim_catalog_number;attr_gr_14;0;number nemo suscipit;number a totam;number molestiae laborum;number impedit repellat;0;0;;;;1;1
attr_40;pim_catalog_text;attr_gr_9;0;text deleniti voluptates;text porro quas;text modi voluptatem;text vel omnis;0;0;;;;;
attr_41;pim_catalog_image;attr_gr_11;0;image rem velit;image alias omnis;image voluptatem blanditiis;image nostrum delectus;0;0;jpg,png;;;;
attr_42;pim_catalog_simpleselect;attr_gr_12;0;simpleselect laborum non;simpleselect et qui;simpleselect aut ipsa;simpleselect quia quidem;0;0;;;;;
attr_43;pim_catalog_file;attr_gr_14;0;file laboriosam optio;file placeat natus;file unde debitis;file velit dolorum;0;0;pdf,doc;;;;
attr_44;pim_catalog_simpleselect;attr_gr_5;0;simpleselect eveniet voluptas;simpleselect nisi perferendis;simpleselect asperiores iure;simpleselect itaque non;0;0;;;;;
attr_45;pim_catalog_multiselect;attr_gr_5;0;multiselect mollitia ad;multiselect et delectus;multiselect vitae corporis;multiselect autem ea;0;0;;;;;
attr_46;pim_catalog_image;attr_gr_6;0;image quisquam at;image optio aut;image voluptatum dolores;image culpa deserunt;0;0;jpg,png;;;;
attr_47;pim_catalog_image;attr_gr_7;0;image recusandae dolor;image illo nisi;image dolores in;image et nisi;0;0;jpg,png;;;;
attr_48;pim_catalog_boolean;attr_gr_12;0;boolean tempora autem;boolean quos consequatur;boolean rem itaque;boolean ratione est;0;0;;;;;
attr_49;pim_catalog_textarea;attr_gr_6;1;textarea est earum;textarea doloremque et;textarea nostrum velit;textarea qui id;0;0;;;;;
attr_5;pim_catalog_date;attr_gr_11;0;date rerum non;date dignissimos qui;date veritatis ipsum;date deleniti aperiam;0;0;;;;;
attr_50;pim_catalog_multiselect;attr_gr_3;0;multiselect quia ut;multiselect eius autem;multiselect maxime est;multiselect qui enim;0;0;;;;;
attr_51;pim_catalog_boolean;attr_gr_7;0;boolean alias consequatur;boolean aut reprehenderit;boolean soluta officia;boolean illum voluptates;0;0;;;;;
attr_52;pim_catalog_file;attr_gr_10;0;file dolorum deserunt;file et deserunt;file cumque vel;file ut facere;0;0;pdf,doc;;;;
attr_53;pim_catalog_multiselect;attr_gr_9;0;multiselect corporis expedita;multiselect alias porro;multiselect dolorem aliquam;multiselect enim unde;0;0;;;;;
attr_54;pim_catalog_price_collection;attr_gr_4;0;price_collection est nesciunt;price_collection facilis ullam;price_collection sunt et;price_collection eum ipsa;0;0;;;;1;
attr_55;pim_catalog_simpleselect;attr_gr_8;0;simpleselect sed fugit;simpleselect illo fugit;simpleselect unde nihil;simpleselect accusantium quis;0;0;;;;;
attr_56;pim_catalog_textarea;attr_gr_0;0;textarea et in;textarea delectus beatae;textarea soluta sed;textarea incidunt laudantium;0;0;;;;;
attr_57;pim_catalog_simpleselect;attr_gr_6;0;simpleselect in consequuntur;simpleselect quidem enim;simpleselect ipsum voluptatibus;simpleselect nihil dolores;1;0;;;;;
attr_58;pim_catalog_multiselect;attr_gr_13;0;multiselect in ab;multiselect eius qui;multiselect dolor est;multiselect dicta necessitatibus;1;0;;;;;
attr_59;pim_catalog_text;attr_gr_4;0;text aut repudiandae;text quia quam;text velit ut;text est occaecati;0;0;;;;;
attr_6;pim_catalog_file;attr_gr_14;0;file qui porro;file doloribus soluta;file sit deleniti;file a ipsa;0;0;pdf,doc;;;;
attr_60;pim_catalog_boolean;attr_gr_5;0;boolean est provident;boolean fugiat amet;boolean veritatis deserunt;boolean quidem quas;0;0;;;;;
attr_61;pim_catalog_boolean;attr_gr_13;0;boolean dolorem nihil;boolean natus aspernatur;boolean maxime pariatur;boolean est eius;0;0;;;;;
attr_62;pim_catalog_textarea;attr_gr_8;0;textarea ut quo;textarea ipsa iste;textarea ut et;textarea quo a;0;0;;;;;
attr_63;pim_catalog_boolean;attr_gr_9;0;boolean nihil expedita;boolean nobis nihil;boolean est nihil;boolean eum soluta;0;0;;;;;
attr_64;pim_catalog_multiselect;attr_gr_6;0;multiselect vero aut;multiselect a qui;multiselect at sapiente;multiselect in voluptates;0;0;;;;;
attr_65;pim_catalog_date;attr_gr_0;0;date quam ab;date repellendus aut;date omnis fugiat;date excepturi voluptas;0;0;;;;;
attr_66;pim_catalog_multiselect;attr_gr_6;1;multiselect recusandae ea;multiselect maiores ut;multiselect eius libero;multiselect qui beatae;0;0;;;;;
attr_67;pim_catalog_text;attr_gr_7;0;text et autem;text necessitatibus tenetur;text facere sed;text occaecati odio;0;0;;;;;
attr_68;pim_catalog_image;attr_gr_4;1;image in ut;image consectetur enim;image consequatur possimus;image tempora nihil;0;0;jpg,png;;;;
attr_69;pim_catalog_price_collection;attr_gr_10;0;price_collection sit impedit;price_collection et odio;price_collection hic vel;price_collection quidem vero;0;0;;;;1;
attr_7;pim_catalog_simpleselect;attr_gr_4;0;simpleselect qui ipsam;simpleselect saepe qui;simpleselect non voluptas;simpleselect eum animi;0;0;;;;;
attr_70;pim_catalog_price_collection;attr_gr_12;0;price_collection rerum earum;price_collection rerum ipsam;price_collection culpa ipsa;price_collection ut est;0;0;;;;1;
attr_71;pim_catalog_date;attr_gr_4;0;date reiciendis maiores;date voluptas et;date quas quod;date dolores consequuntur;0;0;;;;;
attr_72;pim_catalog_price_collection;attr_gr_11;0;price_collection est consequatur;price_collection eum quam;price_collection quia aperiam;price_collection distinctio occaecati;1;0;;;;1;
attr_73;pim_catalog_textarea;attr_gr_6;0;textarea facere rerum;textarea dignissimos voluptas;textarea voluptas nulla;textarea tempora deleniti;0;0;;;;;
attr_74;pim_catalog_date;attr_gr_4;0;date aut qui;date aliquam ea;date est veniam;date esse tenetur;0;0;;;;;
attr_75;pim_catalog_date;attr_gr_7;0;date ex ut;date provident pariatur;date et rerum;date nihil excepturi;0;0;;;;;
attr_76;pim_catalog_boolean;attr_gr_4;0;boolean omnis facere;boolean eum similique;boolean iure eum;boolean dolorum quas;0;0;;;;;
attr_77;pim_catalog_image;attr_gr_2;0;image quo quae;image voluptatem optio;image quia rem;image quisquam in;0;0;jpg,png;;;;
attr_78;pim_catalog_number;attr_gr_5;1;number natus illo;number qui voluptatum;number sint eos;number amet vel;0;0;;;;1;1
attr_79;pim_catalog_number;attr_gr_3;0;number nostrum nobis;number omnis tempora;number ducimus aperiam;number beatae aut;0;0;;;;1;1
attr_8;pim_catalog_simpleselect;attr_gr_4;0;simpleselect quaerat repellat;simpleselect sed reiciendis;simpleselect voluptatibus sit;simpleselect unde nemo;0;0;;;;;
attr_80;pim_catalog_file;attr_gr_4;0;file ipsum fugiat;file libero consequatur;file impedit et;file quia ad;0;0;pdf,doc;;;;
attr_81;pim_catalog_simpleselect;attr_gr_10;1;simpleselect doloribus consequuntur;simpleselect tenetur non;simpleselect voluptatem autem;simpleselect fugiat facilis;0;0;;;;;
attr_82;pim_catalog_price_collection;attr_gr_6;0;price_collection et et;price_collection quo minus;price_collection eaque et;price_collection possimus consequuntur;0;0;;;;1;
attr_83;pim_catalog_metric;attr_gr_11;0;metric sed optio;metric magnam at;metric rem tenetur;metric hic consequatur;0;0;;Length;METER;1;1
attr_84;pim_catalog_file;attr_gr_7;0;file molestiae deserunt;file vel et;file blanditiis earum;file neque numquam;0;0;pdf,doc;;;;
