code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-de_DE;label-ru_RU;label-it_IT;localizable;scopable;allowed_extensions;metric_family;default_metric_unit
attr_1310;pim_catalog_simpleselect;attr_gr_8;0;"simpleselect nemo vel";"simpleselect ab quis";"simpleselect et eaque";"simpleselect consectetur veniam";"simpleselect perspiciatis ab";0;1;;;
attr_1311;pim_catalog_textarea;attr_gr_9;0;"textarea ducimus eveniet";"textarea esse voluptas";"textarea earum illum";"textarea ab qui";"textarea maxime doloribus";1;0;;;
attr_1312;pim_catalog_file;attr_gr_8;0;"file voluptas voluptate";"file quasi repellat";"file voluptas aperiam";"file aliquam quaerat";"file voluptas vitae";1;1;pdf,png;;
attr_1313;pim_catalog_image;attr_gr_0;0;"image voluptas voluptatem";"image vitae saepe";"image velit provident";"image aut et";"image dolores ea";1;1;pdf,jpg;;
attr_1314;pim_catalog_simpleselect;attr_gr_6;0;"simpleselect beatae nihil";"simpleselect excepturi ut";"simpleselect ea blanditiis";"simpleselect pariatur blanditiis";"simpleselect sint commodi";0;0;;;
attr_1315;pim_catalog_file;attr_gr_8;0;"file atque repellat";"file ut ducimus";"file et aperiam";"file possimus aut";"file placeat quaerat";0;0;pdf,png;;
attr_1316;pim_catalog_number;attr_gr_10;0;"number consequuntur voluptatum";"number natus tempora";"number rerum eum";"number esse ex";"number sequi quae";0;0;;;
attr_1317;pim_catalog_image;attr_gr_8;0;"image voluptatem est";"image excepturi suscipit";"image laborum et";"image iusto dolor";"image nulla et";1;1;jpg,png;;
attr_1318;pim_catalog_file;attr_gr_2;0;"file aliquam vel";"file est ipsa";"file hic sequi";"file esse sit";"file qui iste";0;0;pdf,png;;
attr_1319;pim_catalog_file;attr_gr_12;0;"file voluptas tempore";"file suscipit sed";"file exercitationem et";"file quo perferendis";"file incidunt quas";0;0;pdf,jpg;;
attr_1320;pim_catalog_price_collection;attr_gr_13;0;"price_collection sunt commodi";"price_collection repellendus autem";"price_collection cum omnis";"price_collection deserunt nihil";"price_collection unde ipsa";0;0;;;
attr_1321;pim_catalog_multiselect;attr_gr_6;0;"multiselect doloribus eum";"multiselect nam consequuntur";"multiselect eius fuga";"multiselect explicabo unde";"multiselect quia explicabo";0;0;;;
attr_1322;pim_catalog_textarea;attr_gr_0;0;"textarea dolores saepe";"textarea perferendis ut";"textarea maiores facilis";"textarea quod quo";"textarea asperiores quo";1;1;;;
attr_1323;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect numquam consequatur";"simpleselect distinctio vitae";"simpleselect soluta ea";"simpleselect quasi dolores";"simpleselect blanditiis mollitia";0;0;;;
attr_1324;pim_catalog_metric;attr_gr_8;0;"metric veritatis nostrum";"metric omnis consequatur";"metric vel dolore";"metric error et";"metric qui voluptatem";0;1;;Length;METER
attr_1325;pim_catalog_textarea;attr_gr_1;1;"textarea voluptatibus aut";"textarea laudantium aspernatur";"textarea aut rerum";"textarea aut ullam";"textarea sapiente cupiditate";0;0;;;
attr_1326;pim_catalog_number;attr_gr_4;1;"number quia alias";"number ducimus magnam";"number quasi numquam";"number ut omnis";"number molestiae ipsum";0;0;;;
attr_1327;pim_catalog_multiselect;attr_gr_11;1;"multiselect aut aut";"multiselect delectus tenetur";"multiselect ut cumque";"multiselect aut et";"multiselect laudantium voluptatibus";0;0;;;
attr_1328;pim_catalog_price_collection;attr_gr_1;1;"price_collection nihil omnis";"price_collection earum veniam";"price_collection dolores incidunt";"price_collection aut dolorum";"price_collection similique nobis";0;0;;;
attr_1329;pim_catalog_image;attr_gr_2;0;"image deleniti placeat";"image neque neque";"image aut et";"image eligendi laboriosam";"image et eius";1;0;pdf,jpg;;
attr_1330;pim_catalog_price_collection;attr_gr_1;1;"price_collection ipsa eius";"price_collection explicabo dolorem";"price_collection sunt ut";"price_collection qui aut";"price_collection maxime eum";0;0;;;
attr_1331;pim_catalog_file;attr_gr_6;0;"file sed ducimus";"file inventore repellat";"file reprehenderit ut";"file aut et";"file harum soluta";0;0;jpg,png;;
attr_1332;pim_catalog_boolean;attr_gr_7;1;"boolean vel a";"boolean possimus rerum";"boolean deserunt laborum";"boolean et praesentium";"boolean nostrum doloremque";0;0;;;
attr_1333;pim_catalog_textarea;attr_gr_2;0;"textarea id quis";"textarea aut et";"textarea maiores animi";"textarea blanditiis ut";"textarea sapiente porro";1;1;;;
attr_1334;pim_catalog_metric;attr_gr_1;0;"metric qui consequuntur";"metric quos dolore";"metric vel eligendi";"metric quis saepe";"metric et optio";0;0;;Length;METER
attr_1335;pim_catalog_number;attr_gr_12;1;"number dicta autem";"number ut adipisci";"number consequuntur est";"number maxime aliquid";"number voluptas nulla";0;0;;;
attr_1336;pim_catalog_date;attr_gr_12;0;"date veritatis expedita";"date incidunt quis";"date nihil provident";"date esse minus";"date sed inventore";0;0;;;
attr_1337;pim_catalog_file;attr_gr_0;0;"file quidem voluptatem";"file nesciunt commodi";"file reiciendis sint";"file fugiat libero";"file eum molestiae";0;0;png,jpg;;
attr_1338;pim_catalog_number;attr_gr_0;0;"number ut sunt";"number sint autem";"number nihil delectus";"number soluta molestiae";"number ad ut";1;0;;;
attr_1339;pim_catalog_date;attr_gr_6;0;"date dolores quia";"date dicta qui";"date alias velit";"date debitis fugiat";"date id eos";0;0;;;
attr_1340;pim_catalog_simpleselect;attr_gr_4;0;"simpleselect ut dicta";"simpleselect deleniti totam";"simpleselect aliquam molestiae";"simpleselect doloribus quo";"simpleselect architecto dolorem";0;0;;;
attr_1341;pim_catalog_metric;attr_gr_2;0;"metric magnam dolores";"metric velit harum";"metric dolore voluptas";"metric assumenda deserunt";"metric ipsa molestiae";1;0;;Length;METER
attr_1342;pim_catalog_textarea;attr_gr_13;0;"textarea ab nisi";"textarea quo maiores";"textarea veritatis magni";"textarea eos voluptas";"textarea fuga excepturi";0;1;;;
attr_1343;pim_catalog_text;attr_gr_9;0;"text voluptatem magnam";"text non nisi";"text neque qui";"text velit ducimus";"text dignissimos iure";1;1;;;
attr_1344;pim_catalog_textarea;attr_gr_0;1;"textarea dolor et";"textarea voluptate non";"textarea dolores autem";"textarea minus beatae";"textarea voluptatem reiciendis";0;0;;;
attr_1345;pim_catalog_image;attr_gr_12;0;"image non ullam";"image suscipit dicta";"image earum atque";"image consequuntur nisi";"image aut labore";0;0;png,jpg;;
attr_1346;pim_catalog_multiselect;attr_gr_4;0;"multiselect similique deleniti";"multiselect vitae molestias";"multiselect consectetur id";"multiselect ut dolorem";"multiselect hic facilis";0;0;;;
attr_1347;pim_catalog_file;attr_gr_0;0;"file debitis fuga";"file laudantium illo";"file esse officiis";"file ad voluptatem";"file sint provident";0;0;pdf,jpg;;
attr_1348;pim_catalog_simpleselect;attr_gr_6;0;"simpleselect veritatis animi";"simpleselect ipsum et";"simpleselect aut porro";"simpleselect soluta et";"simpleselect ut laudantium";0;0;;;
attr_1349;pim_catalog_price_collection;attr_gr_6;0;"price_collection dicta quis";"price_collection sunt vel";"price_collection consequuntur sit";"price_collection neque dolore";"price_collection reprehenderit ratione";0;0;;;
attr_1350;pim_catalog_simpleselect;attr_gr_4;1;"simpleselect possimus nobis";"simpleselect accusantium fugit";"simpleselect enim distinctio";"simpleselect velit et";"simpleselect praesentium dolorum";0;0;;;
attr_1351;pim_catalog_multiselect;attr_gr_10;0;"multiselect voluptatem reprehenderit";"multiselect adipisci dolores";"multiselect aliquam nesciunt";"multiselect veniam labore";"multiselect enim non";0;1;;;
attr_1352;pim_catalog_multiselect;attr_gr_5;0;"multiselect dolore in";"multiselect eligendi qui";"multiselect voluptas quae";"multiselect et temporibus";"multiselect sit praesentium";0;0;;;
attr_1353;pim_catalog_textarea;attr_gr_2;1;"textarea accusantium consequatur";"textarea saepe laboriosam";"textarea facilis excepturi";"textarea consequatur dicta";"textarea quibusdam qui";0;0;;;
attr_1354;pim_catalog_boolean;attr_gr_11;0;"boolean sit est";"boolean amet eaque";"boolean adipisci aliquid";"boolean nulla dolorum";"boolean ut beatae";0;0;;;
attr_1355;pim_catalog_simpleselect;attr_gr_2;1;"simpleselect repellendus a";"simpleselect suscipit pariatur";"simpleselect debitis omnis";"simpleselect dolores nam";"simpleselect similique dolore";0;0;;;
attr_1356;pim_catalog_metric;attr_gr_9;0;"metric a harum";"metric aut magnam";"metric perferendis dolorum";"metric quia qui";"metric aut nemo";0;0;;Length;METER
attr_1357;pim_catalog_metric;attr_gr_14;0;"metric distinctio molestiae";"metric corporis dolore";"metric accusamus sunt";"metric omnis voluptate";"metric sit maxime";0;0;;Length;METER
attr_1358;pim_catalog_number;attr_gr_7;0;"number fugiat soluta";"number non perspiciatis";"number voluptatum incidunt";"number aut saepe";"number minima exercitationem";0;0;;;
attr_1359;pim_catalog_number;attr_gr_2;0;"number et sunt";"number cupiditate impedit";"number ducimus recusandae";"number adipisci rerum";"number doloremque optio";0;0;;;
attr_1360;pim_catalog_textarea;attr_gr_13;0;"textarea quae molestiae";"textarea quidem non";"textarea cupiditate molestias";"textarea ullam alias";"textarea eligendi eum";0;0;;;
attr_1361;pim_catalog_image;attr_gr_8;0;"image tempore quam";"image dignissimos harum";"image dignissimos vero";"image aliquam inventore";"image et dolores";1;0;jpg,pdf;;
attr_1362;pim_catalog_date;attr_gr_1;0;"date voluptatem voluptatum";"date consequatur quidem";"date sint exercitationem";"date officia ea";"date ratione et";1;1;;;
attr_1363;pim_catalog_price_collection;attr_gr_12;1;"price_collection illo et";"price_collection qui et";"price_collection et et";"price_collection molestias et";"price_collection corrupti iusto";1;0;;;
attr_1364;pim_catalog_text;attr_gr_5;0;"text suscipit et";"text exercitationem dolor";"text voluptas qui";"text voluptas accusamus";"text quo et";0;0;;;
attr_1365;pim_catalog_price_collection;attr_gr_13;0;"price_collection tempora delectus";"price_collection fugit laborum";"price_collection omnis qui";"price_collection in rerum";"price_collection quibusdam consequatur";0;0;;;
attr_1366;pim_catalog_multiselect;attr_gr_10;0;"multiselect inventore cumque";"multiselect amet et";"multiselect quidem doloribus";"multiselect qui velit";"multiselect dicta nam";1;0;;;
attr_1367;pim_catalog_metric;attr_gr_3;0;"metric ipsam vero";"metric voluptatem et";"metric qui libero";"metric nihil maxime";"metric natus itaque";0;0;;Length;METER
attr_1368;pim_catalog_simpleselect;attr_gr_11;0;"simpleselect et dicta";"simpleselect qui nemo";"simpleselect et error";"simpleselect est officiis";"simpleselect autem in";1;1;;;
attr_1369;pim_catalog_date;attr_gr_3;0;"date aut rem";"date asperiores eveniet";"date aut provident";"date ex sit";"date ipsam nihil";0;0;;;
attr_1370;pim_catalog_price_collection;attr_gr_0;0;"price_collection ut fuga";"price_collection consectetur a";"price_collection autem enim";"price_collection aliquam voluptas";"price_collection officiis omnis";0;0;;;
attr_1371;pim_catalog_price_collection;attr_gr_0;0;"price_collection qui mollitia";"price_collection dolores ea";"price_collection ut repudiandae";"price_collection praesentium libero";"price_collection soluta et";0;0;;;
attr_1372;pim_catalog_date;attr_gr_0;0;"date consequatur nostrum";"date doloribus velit";"date facilis reprehenderit";"date voluptas asperiores";"date nihil ducimus";0;0;;;
attr_1373;pim_catalog_simpleselect;attr_gr_6;0;"simpleselect quia nisi";"simpleselect pariatur rem";"simpleselect corrupti atque";"simpleselect repellendus et";"simpleselect perferendis iste";0;0;;;
attr_1374;pim_catalog_text;attr_gr_12;1;"text amet illo";"text reprehenderit et";"text aliquid minus";"text maxime voluptatibus";"text est laborum";0;0;;;
attr_1375;pim_catalog_multiselect;attr_gr_2;1;"multiselect illo quas";"multiselect sed earum";"multiselect rem non";"multiselect itaque minus";"multiselect incidunt quia";0;0;;;
attr_1376;pim_catalog_simpleselect;attr_gr_5;1;"simpleselect sint saepe";"simpleselect ipsum aut";"simpleselect iure eligendi";"simpleselect a eos";"simpleselect soluta qui";0;1;;;
attr_1377;pim_catalog_text;attr_gr_6;1;"text fugit ut";"text cum dignissimos";"text aut voluptatum";"text facilis sequi";"text sint aut";1;0;;;
attr_1378;pim_catalog_text;attr_gr_0;0;"text deleniti eaque";"text non sit";"text ut veniam";"text sunt ducimus";"text nesciunt voluptatem";0;0;;;
attr_1379;pim_catalog_simpleselect;attr_gr_12;0;"simpleselect modi officiis";"simpleselect consequuntur itaque";"simpleselect ut qui";"simpleselect inventore quis";"simpleselect sit sit";0;1;;;
attr_1380;pim_catalog_date;attr_gr_11;1;"date voluptates facere";"date voluptatem molestiae";"date pariatur sed";"date perspiciatis recusandae";"date voluptate qui";0;0;;;
attr_1381;pim_catalog_boolean;attr_gr_4;0;"boolean quaerat commodi";"boolean quis et";"boolean animi libero";"boolean voluptas maxime";"boolean fugit sit";0;0;;;
attr_1382;pim_catalog_image;attr_gr_6;0;"image et aspernatur";"image hic modi";"image eum nemo";"image amet a";"image quibusdam nam";0;0;jpg,png;;
attr_1383;pim_catalog_multiselect;attr_gr_6;0;"multiselect esse cupiditate";"multiselect quo et";"multiselect quisquam voluptas";"multiselect officia possimus";"multiselect quia sint";1;0;;;
attr_1384;pim_catalog_text;attr_gr_3;1;"text velit et";"text mollitia aspernatur";"text et saepe";"text iusto libero";"text tempore totam";0;0;;;
attr_1385;pim_catalog_multiselect;attr_gr_2;1;"multiselect animi repellat";"multiselect rerum et";"multiselect expedita fugit";"multiselect rem ut";"multiselect consequatur rem";0;0;;;
attr_1386;pim_catalog_file;attr_gr_0;1;"file fugit mollitia";"file culpa ullam";"file amet debitis";"file est maxime";"file eaque adipisci";0;0;pdf,png;;
attr_1387;pim_catalog_multiselect;attr_gr_14;1;"multiselect temporibus eum";"multiselect ipsum qui";"multiselect non dolor";"multiselect non omnis";"multiselect enim est";1;1;;;
attr_1388;pim_catalog_simpleselect;attr_gr_0;0;"simpleselect aut cum";"simpleselect ratione quidem";"simpleselect eos dolor";"simpleselect optio a";"simpleselect non ratione";0;0;;;
attr_1389;pim_catalog_simpleselect;attr_gr_7;0;"simpleselect quae aut";"simpleselect ab officiis";"simpleselect est asperiores";"simpleselect ipsum officiis";"simpleselect eveniet magni";0;0;;;
attr_1390;pim_catalog_price_collection;attr_gr_0;1;"price_collection aut id";"price_collection necessitatibus quibusdam";"price_collection unde veritatis";"price_collection eos consectetur";"price_collection omnis in";0;1;;;
attr_1391;pim_catalog_text;attr_gr_10;1;"text non ipsum";"text omnis rerum";"text atque vitae";"text enim voluptatum";"text ipsam assumenda";0;0;;;
attr_1392;pim_catalog_price_collection;attr_gr_7;0;"price_collection officia magnam";"price_collection fuga neque";"price_collection aliquam voluptatem";"price_collection nisi debitis";"price_collection magni illum";1;0;;;
attr_1393;pim_catalog_date;attr_gr_7;0;"date reiciendis expedita";"date quo deleniti";"date labore fugiat";"date nobis architecto";"date dolorem tempore";0;0;;;
attr_1394;pim_catalog_text;attr_gr_10;0;"text repudiandae eaque";"text voluptatibus rerum";"text fuga atque";"text ab vero";"text qui exercitationem";0;0;;;
attr_1395;pim_catalog_multiselect;attr_gr_2;1;"multiselect officiis ducimus";"multiselect nihil error";"multiselect laboriosam sit";"multiselect assumenda veniam";"multiselect qui occaecati";0;0;;;
attr_1396;pim_catalog_number;attr_gr_8;0;"number odit ipsa";"number tempora quis";"number est et";"number sit soluta";"number non sunt";0;0;;;
attr_1397;pim_catalog_boolean;attr_gr_6;0;"boolean vel necessitatibus";"boolean neque labore";"boolean dolorem amet";"boolean optio nulla";"boolean excepturi cumque";1;0;;;
attr_1398;pim_catalog_boolean;attr_gr_10;0;"boolean ea est";"boolean cum dolorem";"boolean aliquam labore";"boolean quae ut";"boolean in aliquid";0;0;;;
attr_1399;pim_catalog_simpleselect;attr_gr_5;1;"simpleselect neque quis";"simpleselect deleniti sit";"simpleselect in accusamus";"simpleselect qui fugit";"simpleselect blanditiis aut";0;0;;;
attr_1400;pim_catalog_date;attr_gr_5;0;"date enim ratione";"date explicabo nam";"date animi illum";"date fugiat deleniti";"date qui ut";0;0;;;
attr_1401;pim_catalog_simpleselect;attr_gr_13;0;"simpleselect et consequuntur";"simpleselect id fuga";"simpleselect labore quia";"simpleselect ad recusandae";"simpleselect labore cum";1;1;;;
attr_1402;pim_catalog_simpleselect;attr_gr_5;0;"simpleselect dignissimos et";"simpleselect enim molestiae";"simpleselect sit dolorem";"simpleselect consectetur non";"simpleselect rerum qui";0;0;;;
attr_1403;pim_catalog_text;attr_gr_14;0;"text sit excepturi";"text id voluptatem";"text odit aut";"text cum cupiditate";"text asperiores et";1;1;;;
attr_1404;pim_catalog_multiselect;attr_gr_14;0;"multiselect in libero";"multiselect et adipisci";"multiselect voluptas rem";"multiselect praesentium est";"multiselect debitis dolore";0;0;;;
attr_1405;pim_catalog_text;attr_gr_12;1;"text ut sit";"text repudiandae deserunt";"text aspernatur qui";"text eveniet odit";"text velit qui";0;0;;;
attr_1406;pim_catalog_date;attr_gr_4;1;"date earum sit";"date ab culpa";"date dolores ut";"date et dolorem";"date ratione itaque";1;0;;;
attr_1407;pim_catalog_date;attr_gr_11;0;"date est officia";"date asperiores autem";"date dolorum dolores";"date id quidem";"date laboriosam exercitationem";0;0;;;
attr_1408;pim_catalog_price_collection;attr_gr_13;0;"price_collection natus reiciendis";"price_collection quia eaque";"price_collection est voluptatem";"price_collection nihil aperiam";"price_collection voluptatem modi";0;0;;;
attr_1409;pim_catalog_simpleselect;attr_gr_0;0;"simpleselect aut quia";"simpleselect ullam dolorem";"simpleselect ut in";"simpleselect voluptatem aut";"simpleselect nesciunt tempora";0;0;;;
attr_1410;pim_catalog_image;attr_gr_7;1;"image aut iure";"image sit rerum";"image consectetur delectus";"image dicta voluptates";"image ea provident";0;0;jpg,png;;
attr_1411;pim_catalog_metric;attr_gr_7;0;"metric magni facere";"metric debitis voluptas";"metric aut eligendi";"metric quo illum";"metric dolore voluptatem";1;0;;Length;METER
attr_1412;pim_catalog_metric;attr_gr_2;0;"metric id voluptatum";"metric est ab";"metric est enim";"metric consequatur ut";"metric aut harum";1;0;;Length;METER
attr_1413;pim_catalog_textarea;attr_gr_11;1;"textarea vitae est";"textarea suscipit labore";"textarea sapiente quis";"textarea est laborum";"textarea hic tempore";1;1;;;
attr_1414;pim_catalog_file;attr_gr_10;1;"file facilis nostrum";"file sit ut";"file aut inventore";"file et magni";"file saepe quibusdam";0;0;png,jpg;;
attr_1415;pim_catalog_file;attr_gr_9;0;"file cupiditate eius";"file maxime ipsum";"file expedita laborum";"file deserunt aut";"file consequatur nobis";1;1;png,pdf;;
attr_1416;pim_catalog_textarea;attr_gr_14;0;"textarea quos est";"textarea et nam";"textarea distinctio ut";"textarea est itaque";"textarea dolor et";1;0;;;
attr_1417;pim_catalog_simpleselect;attr_gr_3;0;"simpleselect quidem quaerat";"simpleselect porro eum";"simpleselect sequi ut";"simpleselect quae beatae";"simpleselect officiis dolor";0;0;;;
attr_1418;pim_catalog_boolean;attr_gr_0;1;"boolean provident eum";"boolean quia iste";"boolean laboriosam vitae";"boolean voluptatem illum";"boolean quas ipsam";0;1;;;
attr_1419;pim_catalog_price_collection;attr_gr_7;0;"price_collection consequatur sapiente";"price_collection temporibus explicabo";"price_collection pariatur sunt";"price_collection nemo pariatur";"price_collection mollitia ducimus";0;0;;;
attr_1420;pim_catalog_multiselect;attr_gr_4;0;"multiselect perspiciatis aperiam";"multiselect fugiat quae";"multiselect ducimus perspiciatis";"multiselect rerum exercitationem";"multiselect dolorum a";1;0;;;
attr_1421;pim_catalog_metric;attr_gr_11;1;"metric repellat repudiandae";"metric facere ut";"metric quis beatae";"metric at dicta";"metric magni cumque";0;0;;Length;METER
attr_1422;pim_catalog_price_collection;attr_gr_9;0;"price_collection qui dolorem";"price_collection sit fugiat";"price_collection sunt provident";"price_collection nobis error";"price_collection incidunt rem";1;1;;;
attr_1423;pim_catalog_multiselect;attr_gr_12;0;"multiselect dolorem et";"multiselect id ipsam";"multiselect quibusdam illo";"multiselect eos aliquid";"multiselect consequatur qui";0;0;;;
attr_1424;pim_catalog_number;attr_gr_5;0;"number rerum officia";"number consequatur voluptate";"number unde inventore";"number id distinctio";"number exercitationem possimus";0;0;;;
attr_1425;pim_catalog_date;attr_gr_4;0;"date beatae adipisci";"date sapiente non";"date autem vel";"date eum quia";"date laboriosam doloribus";0;0;;;
attr_1426;pim_catalog_number;attr_gr_10;0;"number aspernatur voluptatibus";"number quibusdam eligendi";"number alias dolorem";"number sed non";"number omnis animi";0;0;;;
attr_1427;pim_catalog_boolean;attr_gr_6;0;"boolean mollitia voluptas";"boolean vero voluptatum";"boolean vel amet";"boolean dolores illum";"boolean mollitia aut";0;1;;;
attr_1428;pim_catalog_price_collection;attr_gr_0;0;"price_collection doloribus dolorum";"price_collection molestiae doloremque";"price_collection sunt sint";"price_collection non iusto";"price_collection possimus aut";1;1;;;
attr_1429;pim_catalog_number;attr_gr_7;1;"number fugit et";"number quaerat qui";"number a expedita";"number facilis ex";"number laboriosam sint";1;1;;;
attr_1430;pim_catalog_price_collection;attr_gr_11;1;"price_collection nulla ut";"price_collection nam vel";"price_collection consequatur omnis";"price_collection est odio";"price_collection consequatur beatae";1;0;;;
attr_1431;pim_catalog_boolean;attr_gr_11;0;"boolean dignissimos tempora";"boolean quasi ipsum";"boolean ratione reprehenderit";"boolean iste reiciendis";"boolean et dolore";0;0;;;
attr_1432;pim_catalog_metric;attr_gr_11;0;"metric vitae non";"metric molestias ut";"metric fugiat molestiae";"metric rerum molestias";"metric vitae iusto";1;0;;Length;METER
attr_1433;pim_catalog_multiselect;attr_gr_13;0;"multiselect esse ut";"multiselect voluptas culpa";"multiselect pariatur voluptatem";"multiselect voluptas eveniet";"multiselect et ratione";1;1;;;
attr_1434;pim_catalog_text;attr_gr_9;0;"text laudantium aperiam";"text accusamus illum";"text laborum sint";"text quam perspiciatis";"text sequi totam";0;0;;;
attr_1435;pim_catalog_date;attr_gr_10;0;"date omnis error";"date illum quae";"date et earum";"date aspernatur est";"date non quas";0;0;;;
attr_1436;pim_catalog_boolean;attr_gr_9;1;"boolean itaque et";"boolean consectetur ut";"boolean iure facilis";"boolean itaque ipsum";"boolean dolores et";1;0;;;
attr_1437;pim_catalog_number;attr_gr_3;0;"number corporis repellat";"number quaerat numquam";"number nulla quibusdam";"number sit sed";"number alias recusandae";0;0;;;
attr_1438;pim_catalog_boolean;attr_gr_11;1;"boolean vero dolorem";"boolean rerum repudiandae";"boolean porro quod";"boolean doloremque rerum";"boolean at praesentium";1;1;;;
attr_1439;pim_catalog_text;attr_gr_7;0;"text illum voluptatem";"text numquam eveniet";"text ut doloremque";"text nam exercitationem";"text labore aut";1;1;;;
attr_1440;pim_catalog_simpleselect;attr_gr_3;1;"simpleselect laboriosam minima";"simpleselect consequatur rerum";"simpleselect quam aut";"simpleselect quam occaecati";"simpleselect numquam officia";0;0;;;
attr_1441;pim_catalog_text;attr_gr_5;0;"text qui rem";"text perspiciatis omnis";"text est architecto";"text magnam in";"text autem voluptatibus";1;1;;;
attr_1442;pim_catalog_image;attr_gr_14;0;"image tempora vel";"image voluptatem ut";"image commodi fugit";"image rerum quis";"image blanditiis iure";1;1;jpg,pdf;;
attr_1443;pim_catalog_textarea;attr_gr_14;1;"textarea quibusdam facilis";"textarea sit cum";"textarea soluta delectus";"textarea omnis rem";"textarea reiciendis expedita";0;0;;;
attr_1444;pim_catalog_multiselect;attr_gr_14;0;"multiselect nostrum est";"multiselect mollitia rerum";"multiselect dignissimos soluta";"multiselect inventore eum";"multiselect dicta officia";0;0;;;
attr_1445;pim_catalog_simpleselect;attr_gr_5;1;"simpleselect veritatis saepe";"simpleselect consequatur animi";"simpleselect eum maiores";"simpleselect id sed";"simpleselect perferendis et";0;0;;;
attr_1446;pim_catalog_file;attr_gr_11;1;"file libero dicta";"file eum suscipit";"file incidunt aut";"file consequatur expedita";"file id quam";1;1;pdf,jpg;;
attr_1447;pim_catalog_textarea;attr_gr_8;0;"textarea excepturi non";"textarea illo in";"textarea nulla qui";"textarea atque fugit";"textarea error natus";0;0;;;
attr_1448;pim_catalog_text;attr_gr_8;0;"text minima velit";"text aut est";"text veniam est";"text commodi dignissimos";"text perferendis et";0;0;;;
attr_1449;pim_catalog_file;attr_gr_7;0;"file eos at";"file quos voluptatibus";"file ut aliquid";"file enim dicta";"file non quia";1;1;jpg,pdf;;
attr_1450;pim_catalog_image;attr_gr_2;1;"image eveniet quis";"image error saepe";"image nesciunt nisi";"image iste animi";"image iusto molestiae";0;0;pdf,png;;
attr_1451;pim_catalog_boolean;attr_gr_7;1;"boolean quae consectetur";"boolean aut exercitationem";"boolean dolorem consequatur";"boolean qui ullam";"boolean blanditiis qui";0;1;;;
attr_1452;pim_catalog_text;attr_gr_0;0;"text error magnam";"text impedit animi";"text ipsa corrupti";"text debitis sequi";"text molestias velit";1;1;;;
attr_1453;pim_catalog_textarea;attr_gr_5;1;"textarea et cupiditate";"textarea et adipisci";"textarea maiores assumenda";"textarea illo at";"textarea et voluptatum";1;1;;;
attr_1454;pim_catalog_price_collection;attr_gr_5;0;"price_collection voluptates illum";"price_collection qui et";"price_collection necessitatibus sed";"price_collection harum alias";"price_collection odit nulla";1;0;;;
attr_1455;pim_catalog_image;attr_gr_13;1;"image et quis";"image animi ea";"image velit expedita";"image illo exercitationem";"image ipsa aut";1;1;png,jpg;;
attr_1456;pim_catalog_textarea;attr_gr_9;1;"textarea placeat voluptas";"textarea molestiae alias";"textarea iure atque";"textarea mollitia neque";"textarea minus inventore";1;1;;;
attr_1457;pim_catalog_number;attr_gr_12;0;"number beatae in";"number vitae qui";"number ut animi";"number qui aut";"number fugiat maiores";1;0;;;
attr_1458;pim_catalog_price_collection;attr_gr_6;0;"price_collection consectetur voluptatem";"price_collection tempora nam";"price_collection eum voluptates";"price_collection a assumenda";"price_collection cupiditate nobis";0;0;;;
attr_1459;pim_catalog_number;attr_gr_11;0;"number aspernatur quisquam";"number recusandae vitae";"number excepturi quas";"number omnis eos";"number at sit";1;1;;;
attr_1460;pim_catalog_image;attr_gr_2;0;"image natus architecto";"image est voluptate";"image officia sit";"image modi optio";"image voluptatem occaecati";1;1;pdf,jpg;;
attr_1461;pim_catalog_multiselect;attr_gr_14;0;"multiselect delectus enim";"multiselect eius dolorem";"multiselect non quod";"multiselect aut eveniet";"multiselect iusto totam";0;0;;;
attr_1462;pim_catalog_text;attr_gr_12;0;"text voluptatem quos";"text commodi doloremque";"text magnam ea";"text blanditiis est";"text commodi voluptatum";0;0;;;
attr_1463;pim_catalog_simpleselect;attr_gr_14;0;"simpleselect quis ratione";"simpleselect et dolores";"simpleselect nihil est";"simpleselect ut earum";"simpleselect fugit unde";0;0;;;
attr_1464;pim_catalog_price_collection;attr_gr_11;1;"price_collection est qui";"price_collection aut dignissimos";"price_collection minima nostrum";"price_collection debitis dolores";"price_collection et ad";0;0;;;
attr_1465;pim_catalog_boolean;attr_gr_12;0;"boolean occaecati ipsa";"boolean ut debitis";"boolean asperiores consequatur";"boolean ad inventore";"boolean laudantium itaque";0;1;;;
attr_1466;pim_catalog_price_collection;attr_gr_6;0;"price_collection ipsum blanditiis";"price_collection excepturi quia";"price_collection sunt eos";"price_collection sint similique";"price_collection voluptatem provident";1;1;;;
attr_1467;pim_catalog_simpleselect;attr_gr_13;1;"simpleselect enim et";"simpleselect deserunt dolorem";"simpleselect dolorem repellendus";"simpleselect est autem";"simpleselect architecto qui";0;0;;;
attr_1468;pim_catalog_date;attr_gr_1;0;"date magni eum";"date ducimus ullam";"date omnis autem";"date qui eveniet";"date et doloribus";0;0;;;
attr_1469;pim_catalog_image;attr_gr_0;0;"image vel ut";"image praesentium est";"image consequatur quis";"image et nisi";"image perferendis nam";0;0;jpg,png;;
attr_1470;pim_catalog_boolean;attr_gr_1;0;"boolean qui soluta";"boolean sit vel";"boolean fuga facere";"boolean voluptatibus dolor";"boolean omnis dolor";1;0;;;
