code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-de_DE;label-ru_RU;localizable;scopable;allowed_extensions;metric_family;default_metric_unit
attr_187;pim_catalog_number;attr_gr_14;0;"number harum nihil";"number et dolorem";"number eius ut";"number nemo ratione";0;0;;;
attr_188;pim_catalog_textarea;attr_gr_14;0;"textarea magnam quia";"textarea explicabo veritatis";"textarea doloribus officiis";"textarea illum neque";0;0;;;
attr_189;pim_catalog_boolean;attr_gr_14;1;"boolean numquam ducimus";"boolean soluta ex";"boolean fugiat aut";"boolean debitis quaerat";0;0;;;
attr_190;pim_catalog_image;attr_gr_13;0;"image alias quaerat";"image sunt eveniet";"image saepe doloremque";"image reiciendis fugiat";0;0;pdf,png;;
attr_191;pim_catalog_boolean;attr_gr_4;0;"boolean officia aut";"boolean voluptatibus dolorem";"boolean omnis consequatur";"boolean sed explicabo";0;0;;;
attr_192;pim_catalog_textarea;attr_gr_13;0;"textarea iste ab";"textarea ea laborum";"textarea qui quis";"textarea consequatur neque";0;0;;;
attr_193;pim_catalog_textarea;attr_gr_11;0;"textarea expedita natus";"textarea iste ipsum";"textarea reiciendis deleniti";"textarea nemo culpa";0;0;;;
attr_194;pim_catalog_simpleselect;attr_gr_14;0;"simpleselect et et";"simpleselect dicta nihil";"simpleselect quo consequatur";"simpleselect ab eos";0;0;;;
attr_195;pim_catalog_textarea;attr_gr_17;0;"textarea a alias";"textarea dignissimos sed";"textarea asperiores adipisci";"textarea quasi quo";0;0;;;
attr_196;pim_catalog_price_collection;attr_gr_19;0;"price_collection ea quibusdam";"price_collection veniam sit";"price_collection ad et";"price_collection et ullam";0;0;;;
attr_197;pim_catalog_date;attr_gr_7;0;"date est a";"date minima quaerat";"date repellendus ratione";"date ut vero";0;0;;;
attr_198;pim_catalog_price_collection;attr_gr_8;1;"price_collection distinctio corporis";"price_collection quidem vitae";"price_collection est hic";"price_collection quidem cumque";0;0;;;
attr_199;pim_catalog_boolean;attr_gr_16;0;"boolean qui tempora";"boolean sapiente a";"boolean libero quia";"boolean dolorem quasi";0;0;;;
attr_200;pim_catalog_boolean;attr_gr_7;0;"boolean laudantium necessitatibus";"boolean quae repellendus";"boolean vel dolorem";"boolean quisquam animi";0;0;;;
attr_201;pim_catalog_price_collection;attr_gr_13;0;"price_collection ea nihil";"price_collection aut dolorum";"price_collection et non";"price_collection asperiores voluptas";0;1;;;
attr_202;pim_catalog_boolean;attr_gr_16;0;"boolean aut aliquam";"boolean aspernatur odio";"boolean cupiditate voluptatem";"boolean qui consequuntur";0;0;;;
attr_203;pim_catalog_multiselect;attr_gr_11;0;"multiselect ut consequatur";"multiselect non in";"multiselect quis velit";"multiselect nemo esse";0;0;;;
attr_204;pim_catalog_date;attr_gr_6;0;"date minima ea";"date recusandae adipisci";"date consequatur voluptas";"date eaque quo";0;0;;;
attr_205;pim_catalog_metric;attr_gr_13;0;"metric natus voluptatem";"metric consequatur laborum";"metric et molestias";"metric aliquam aut";0;0;;Length;METER
attr_206;pim_catalog_number;attr_gr_4;0;"number et corporis";"number suscipit nam";"number nostrum aut";"number velit saepe";0;0;;;
attr_207;pim_catalog_textarea;attr_gr_17;0;"textarea et in";"textarea in omnis";"textarea animi velit";"textarea amet qui";0;0;;;
attr_208;pim_catalog_price_collection;attr_gr_0;0;"price_collection impedit aut";"price_collection rerum nesciunt";"price_collection non quam";"price_collection nobis commodi";0;0;;;
attr_209;pim_catalog_textarea;attr_gr_10;0;"textarea quia quo";"textarea voluptatem quia";"textarea optio occaecati";"textarea laborum laudantium";0;0;;;
attr_210;pim_catalog_price_collection;attr_gr_4;0;"price_collection esse ut";"price_collection asperiores et";"price_collection beatae facilis";"price_collection et suscipit";0;0;;;
attr_211;pim_catalog_number;attr_gr_11;0;"number vel itaque";"number dolores debitis";"number odio sint";"number quis quibusdam";0;0;;;
attr_212;pim_catalog_simpleselect;attr_gr_16;0;"simpleselect quas impedit";"simpleselect non fugiat";"simpleselect et qui";"simpleselect et magnam";0;0;;;
attr_213;pim_catalog_simpleselect;attr_gr_15;0;"simpleselect consequatur non";"simpleselect dolorem nostrum";"simpleselect nobis sed";"simpleselect atque error";0;0;;;
attr_214;pim_catalog_date;attr_gr_3;0;"date et delectus";"date facere ipsum";"date est doloremque";"date sit ut";0;0;;;
attr_215;pim_catalog_simpleselect;attr_gr_17;1;"simpleselect blanditiis dolore";"simpleselect rem adipisci";"simpleselect consectetur sed";"simpleselect et asperiores";0;0;;;
attr_216;pim_catalog_text;attr_gr_0;0;"text corporis veniam";"text iste suscipit";"text quibusdam voluptatem";"text rem libero";0;0;;;
attr_217;pim_catalog_boolean;attr_gr_2;0;"boolean illo ipsam";"boolean adipisci laboriosam";"boolean culpa dolor";"boolean dolorem ut";0;0;;;
attr_218;pim_catalog_date;attr_gr_13;0;"date excepturi fuga";"date id fuga";"date earum sint";"date et veritatis";0;0;;;
attr_219;pim_catalog_multiselect;attr_gr_3;0;"multiselect hic aperiam";"multiselect et labore";"multiselect voluptas at";"multiselect ut quasi";0;0;;;
attr_220;pim_catalog_image;attr_gr_5;0;"image non facere";"image quia voluptatum";"image a autem";"image voluptates aut";0;0;png,jpg;;
attr_221;pim_catalog_date;attr_gr_3;0;"date aut architecto";"date earum adipisci";"date aperiam numquam";"date voluptate minima";0;0;;;
attr_222;pim_catalog_simpleselect;attr_gr_5;0;"simpleselect libero quis";"simpleselect nulla voluptas";"simpleselect voluptatum fugiat";"simpleselect nostrum explicabo";1;0;;;
attr_223;pim_catalog_boolean;attr_gr_4;0;"boolean nostrum cumque";"boolean aut excepturi";"boolean suscipit repellendus";"boolean sit molestias";0;0;;;
attr_224;pim_catalog_boolean;attr_gr_17;0;"boolean et sed";"boolean voluptatibus sint";"boolean explicabo provident";"boolean non modi";0;0;;;
attr_225;pim_catalog_textarea;attr_gr_0;0;"textarea odio sed";"textarea eligendi necessitatibus";"textarea eum repellat";"textarea omnis unde";0;0;;;
attr_226;pim_catalog_text;attr_gr_17;0;"text aut totam";"text repellat iure";"text facere maxime";"text occaecati numquam";0;0;;;
attr_227;pim_catalog_image;attr_gr_1;0;"image minus et";"image ut qui";"image quo temporibus";"image et voluptatibus";0;0;pdf,png;;
attr_228;pim_catalog_textarea;attr_gr_12;0;"textarea iusto voluptas";"textarea molestiae rerum";"textarea laboriosam corrupti";"textarea quis voluptatem";0;0;;;
attr_229;pim_catalog_multiselect;attr_gr_4;0;"multiselect beatae et";"multiselect similique ducimus";"multiselect odio sit";"multiselect rerum doloribus";0;0;;;
attr_230;pim_catalog_boolean;attr_gr_18;0;"boolean perferendis voluptas";"boolean laudantium porro";"boolean porro quo";"boolean nostrum aliquam";0;0;;;
attr_231;pim_catalog_textarea;attr_gr_4;0;"textarea dolorem aut";"textarea laboriosam et";"textarea dolores omnis";"textarea vel qui";0;0;;;
attr_232;pim_catalog_text;attr_gr_19;0;"text culpa et";"text qui sequi";"text officiis consectetur";"text doloremque voluptatibus";0;0;;;
attr_233;pim_catalog_price_collection;attr_gr_17;0;"price_collection eos eligendi";"price_collection culpa necessitatibus";"price_collection quis beatae";"price_collection laudantium recusandae";0;0;;;
attr_234;pim_catalog_textarea;attr_gr_1;0;"textarea est aut";"textarea quia ipsam";"textarea et quasi";"textarea et quisquam";0;0;;;
attr_235;pim_catalog_simpleselect;attr_gr_6;1;"simpleselect a autem";"simpleselect officiis asperiores";"simpleselect maiores nihil";"simpleselect provident omnis";0;0;;;
attr_236;pim_catalog_multiselect;attr_gr_15;0;"multiselect quia ut";"multiselect ullam itaque";"multiselect quam ut";"multiselect ut officiis";0;0;;;
attr_237;pim_catalog_file;attr_gr_1;0;"file ratione est";"file perspiciatis fugit";"file omnis et";"file quia accusantium";0;1;png,pdf;;
attr_238;pim_catalog_text;attr_gr_18;0;"text beatae fugit";"text consequuntur facere";"text laudantium ratione";"text consequatur consequatur";0;0;;;
attr_239;pim_catalog_boolean;attr_gr_11;0;"boolean laborum dolor";"boolean nesciunt eum";"boolean suscipit qui";"boolean sequi maxime";0;0;;;
attr_240;pim_catalog_multiselect;attr_gr_3;0;"multiselect labore soluta";"multiselect sequi aut";"multiselect inventore sint";"multiselect reiciendis praesentium";0;0;;;
attr_241;pim_catalog_price_collection;attr_gr_14;1;"price_collection adipisci autem";"price_collection nulla amet";"price_collection dolores voluptates";"price_collection minima ipsum";0;0;;;
attr_242;pim_catalog_text;attr_gr_11;0;"text fugit beatae";"text voluptatem enim";"text praesentium quia";"text reiciendis esse";0;0;;;
attr_243;pim_catalog_file;attr_gr_8;0;"file excepturi voluptates";"file tenetur omnis";"file sunt dolores";"file architecto error";0;0;png,jpg;;
attr_244;pim_catalog_simpleselect;attr_gr_3;0;"simpleselect nesciunt inventore";"simpleselect qui voluptas";"simpleselect est ad";"simpleselect consectetur ea";0;1;;;
attr_245;pim_catalog_text;attr_gr_6;0;"text voluptatem rerum";"text est veniam";"text id in";"text dolor veniam";0;0;;;
attr_246;pim_catalog_multiselect;attr_gr_3;0;"multiselect at labore";"multiselect necessitatibus aut";"multiselect pariatur et";"multiselect itaque assumenda";0;0;;;
attr_247;pim_catalog_file;attr_gr_16;0;"file culpa quibusdam";"file sit alias";"file eius neque";"file velit sint";1;0;jpg,pdf;;
attr_248;pim_catalog_metric;attr_gr_19;0;"metric ea dolorem";"metric explicabo alias";"metric eum odio";"metric ipsa animi";0;0;;Length;METER
attr_249;pim_catalog_multiselect;attr_gr_13;0;"multiselect et voluptas";"multiselect accusamus error";"multiselect quis libero";"multiselect et doloribus";0;0;;;
