code;type;group;useable_as_grid_filter;label-fr_FR;label-en_US;label-de_DE;label-ru_RU;localizable;scopable;allowed_extensions;metric_family;default_metric_unit
attr_184;pim_catalog_number;attr_gr_14;0;"number minus labore";"number harum nihil";"number et dolorem";"number eius ut";0;0;;;
attr_185;pim_catalog_textarea;attr_gr_14;0;"textarea ratione dolores";"textarea magnam quia";"textarea explicabo veritatis";"textarea doloribus officiis";0;0;;;
attr_186;pim_catalog_boolean;attr_gr_14;0;"boolean neque rerum";"boolean numquam ducimus";"boolean soluta ex";"boolean fugiat aut";0;0;;;
attr_187;pim_catalog_metric;attr_gr_13;0;"metric quaerat quae";"metric alias quaerat";"metric sunt eveniet";"metric saepe doloremque";0;0;;Length;METER
attr_188;pim_catalog_metric;attr_gr_4;0;"metric fugiat dolorem";"metric officia aut";"metric voluptatibus dolorem";"metric omnis consequatur";0;0;;Length;METER
attr_189;pim_catalog_file;attr_gr_10;0;"file explicabo possimus";"file iste ab";"file ea laborum";"file qui quis";0;0;pdf,jpg;;
attr_190;pim_catalog_textarea;attr_gr_11;0;"textarea neque quo";"textarea expedita natus";"textarea iste ipsum";"textarea reiciendis deleniti";0;0;;;
attr_191;pim_catalog_price_collection;attr_gr_14;1;"price_collection culpa consectetur";"price_collection et et";"price_collection dicta nihil";"price_collection quo consequatur";0;0;;;
attr_192;pim_catalog_textarea;attr_gr_17;0;"textarea eos assumenda";"textarea a alias";"textarea dignissimos sed";"textarea asperiores adipisci";0;0;;;
attr_193;pim_catalog_price_collection;attr_gr_19;0;"price_collection quo eum";"price_collection ea quibusdam";"price_collection veniam sit";"price_collection ad et";0;0;;;
attr_194;pim_catalog_date;attr_gr_7;0;"date ullam minus";"date est a";"date minima quaerat";"date repellendus ratione";0;0;;;
attr_195;pim_catalog_price_collection;attr_gr_8;0;"price_collection vero quam";"price_collection distinctio corporis";"price_collection quidem vitae";"price_collection est hic";0;0;;;
attr_196;pim_catalog_boolean;attr_gr_16;0;"boolean cumque sit";"boolean qui tempora";"boolean sapiente a";"boolean libero quia";0;0;;;
attr_197;pim_catalog_date;attr_gr_7;0;"date quasi quasi";"date laudantium necessitatibus";"date quae repellendus";"date vel dolorem";0;0;;;
attr_198;pim_catalog_number;attr_gr_13;0;"number animi maiores";"number ea nihil";"number aut dolorum";"number et non";0;1;;;
attr_199;pim_catalog_boolean;attr_gr_16;0;"boolean voluptas illum";"boolean aut aliquam";"boolean aspernatur odio";"boolean cupiditate voluptatem";0;0;;;
attr_200;pim_catalog_simpleselect;attr_gr_11;0;"simpleselect consequuntur voluptatem";"simpleselect ut consequatur";"simpleselect non in";"simpleselect quis velit";0;0;;;
attr_201;pim_catalog_file;attr_gr_6;1;"file esse ut";"file minima ea";"file recusandae adipisci";"file consequatur voluptas";0;0;png,pdf;;
attr_202;pim_catalog_file;attr_gr_18;0;"file quo quis";"file natus voluptatem";"file consequatur laborum";"file et molestias";0;0;jpg,png;;
attr_203;pim_catalog_file;attr_gr_13;0;"file aut nesciunt";"file et corporis";"file suscipit nam";"file nostrum aut";0;0;pdf,png;;
attr_204;pim_catalog_number;attr_gr_0;0;"number saepe at";"number et in";"number in omnis";"number animi velit";0;0;;;
attr_205;pim_catalog_multiselect;attr_gr_10;0;"multiselect qui sed";"multiselect impedit aut";"multiselect rerum nesciunt";"multiselect non quam";0;0;;;
attr_206;pim_catalog_price_collection;attr_gr_4;0;"price_collection commodi maiores";"price_collection quia quo";"price_collection voluptatem quia";"price_collection optio occaecati";0;0;;;
attr_207;pim_catalog_number;attr_gr_11;0;"number laudantium qui";"number esse ut";"number asperiores et";"number beatae facilis";0;0;;;
attr_208;pim_catalog_simpleselect;attr_gr_16;0;"simpleselect suscipit in";"simpleselect vel itaque";"simpleselect dolores debitis";"simpleselect odio sint";0;0;;;
attr_209;pim_catalog_simpleselect;attr_gr_15;0;"simpleselect quibusdam quia";"simpleselect quas impedit";"simpleselect non fugiat";"simpleselect et qui";0;0;;;
attr_210;pim_catalog_file;attr_gr_3;0;"file magnam sunt";"file consequatur non";"file dolorem nostrum";"file nobis sed";0;0;png,pdf;;
attr_211;pim_catalog_simpleselect;attr_gr_8;0;"simpleselect error nemo";"simpleselect et delectus";"simpleselect facere ipsum";"simpleselect est doloremque";0;1;;;
attr_212;pim_catalog_price_collection;attr_gr_2;0;"price_collection ut quisquam";"price_collection blanditiis dolore";"price_collection rem adipisci";"price_collection consectetur sed";0;0;;;
attr_213;pim_catalog_metric;attr_gr_12;0;"metric asperiores alias";"metric corporis veniam";"metric iste suscipit";"metric quibusdam voluptatem";0;0;;Length;METER
attr_214;pim_catalog_image;attr_gr_3;0;"image libero veritatis";"image illo ipsam";"image adipisci laboriosam";"image culpa dolor";0;0;png,pdf;;
attr_215;pim_catalog_simpleselect;attr_gr_19;0;"simpleselect ut optio";"simpleselect excepturi fuga";"simpleselect id fuga";"simpleselect earum sint";0;0;;;
attr_216;pim_catalog_multiselect;attr_gr_18;0;"multiselect veritatis voluptas";"multiselect hic aperiam";"multiselect et labore";"multiselect voluptas at";0;0;;;
attr_217;pim_catalog_file;attr_gr_3;0;"file quasi eos";"file non facere";"file quia voluptatum";"file a autem";0;0;jpg,png;;
attr_218;pim_catalog_date;attr_gr_0;0;"date aut cupiditate";"date aut architecto";"date earum adipisci";"date aperiam numquam";0;0;;;
attr_219;pim_catalog_multiselect;attr_gr_15;0;"multiselect minima eligendi";"multiselect libero quis";"multiselect nulla voluptas";"multiselect voluptatum fugiat";0;0;;;
attr_220;pim_catalog_date;attr_gr_17;0;"date explicabo sed";"date nostrum cumque";"date aut excepturi";"date suscipit repellendus";0;0;;;
attr_221;pim_catalog_textarea;attr_gr_0;0;"textarea molestias iusto";"textarea et sed";"textarea voluptatibus sint";"textarea explicabo provident";0;0;;;
attr_222;pim_catalog_text;attr_gr_17;0;"text modi dicta";"text odio sed";"text eligendi necessitatibus";"text eum repellat";0;0;;;
attr_223;pim_catalog_metric;attr_gr_1;0;"metric unde accusamus";"metric aut totam";"metric repellat iure";"metric facere maxime";0;0;;Length;METER
attr_224;pim_catalog_multiselect;attr_gr_3;0;"multiselect numquam ratione";"multiselect minus et";"multiselect ut qui";"multiselect quo temporibus";0;0;;;
attr_225;pim_catalog_number;attr_gr_5;0;"number voluptatibus facilis";"number iusto voluptas";"number molestiae rerum";"number laboriosam corrupti";0;0;;;
attr_226;pim_catalog_date;attr_gr_18;0;"date voluptatem qui";"date beatae et";"date similique ducimus";"date odio sit";0;0;;;
attr_227;pim_catalog_textarea;attr_gr_4;0;"textarea doloribus dolores";"textarea perferendis voluptas";"textarea laudantium porro";"textarea porro quo";0;0;;;
attr_228;pim_catalog_text;attr_gr_19;0;"text aliquam itaque";"text dolorem aut";"text laboriosam et";"text dolores omnis";0;0;;;
attr_229;pim_catalog_price_collection;attr_gr_17;1;"price_collection qui quia";"price_collection culpa et";"price_collection qui sequi";"price_collection officiis consectetur";0;0;;;
attr_230;pim_catalog_multiselect;attr_gr_1;0;"multiselect voluptatibus illum";"multiselect eos eligendi";"multiselect culpa necessitatibus";"multiselect quis beatae";0;0;;;
attr_231;pim_catalog_price_collection;attr_gr_6;0;"price_collection recusandae exercitationem";"price_collection est aut";"price_collection quia ipsam";"price_collection et quasi";0;0;;;
attr_232;pim_catalog_multiselect;attr_gr_15;0;"multiselect quisquam quo";"multiselect a autem";"multiselect officiis asperiores";"multiselect maiores nihil";0;0;;;
attr_233;pim_catalog_image;attr_gr_1;0;"image omnis aperiam";"image quia ut";"image ullam itaque";"image quam ut";0;1;png,pdf;;
attr_234;pim_catalog_text;attr_gr_18;0;"text officiis porro";"text ratione est";"text perspiciatis fugit";"text omnis et";0;0;;;
attr_235;pim_catalog_boolean;attr_gr_11;0;"boolean accusantium et";"boolean beatae fugit";"boolean consequuntur facere";"boolean laudantium ratione";0;0;;;
attr_236;pim_catalog_multiselect;attr_gr_3;0;"multiselect consequatur omnis";"multiselect laborum dolor";"multiselect nesciunt eum";"multiselect suscipit qui";0;0;;;
attr_237;pim_catalog_number;attr_gr_14;0;"number maxime nihil";"number labore soluta";"number sequi aut";"number inventore sint";0;0;;;
attr_238;pim_catalog_text;attr_gr_11;0;"text praesentium at";"text adipisci autem";"text nulla amet";"text dolores voluptates";0;0;;;
attr_239;pim_catalog_file;attr_gr_8;0;"file ipsum aut";"file fugit beatae";"file voluptatem enim";"file praesentium quia";0;0;png,jpg;;
attr_240;pim_catalog_simpleselect;attr_gr_3;0;"simpleselect esse distinctio";"simpleselect excepturi voluptates";"simpleselect tenetur omnis";"simpleselect sunt dolores";0;1;;;
attr_241;pim_catalog_textarea;attr_gr_6;0;"textarea error nobis";"textarea nesciunt inventore";"textarea qui voluptas";"textarea est ad";0;0;;;
attr_242;pim_catalog_multiselect;attr_gr_3;0;"multiselect ea quos";"multiselect voluptatem rerum";"multiselect est veniam";"multiselect id in";0;0;;;
attr_243;pim_catalog_image;attr_gr_16;0;"image veniam quos";"image at labore";"image necessitatibus aut";"image pariatur et";1;0;jpg,pdf;;
attr_244;pim_catalog_simpleselect;attr_gr_12;0;"simpleselect assumenda eos";"simpleselect culpa quibusdam";"simpleselect sit alias";"simpleselect eius neque";0;0;;;
attr_245;pim_catalog_multiselect;attr_gr_14;1;"multiselect sint aliquam";"multiselect ea dolorem";"multiselect explicabo alias";"multiselect eum odio";0;0;;;
attr_246;pim_catalog_simpleselect;attr_gr_4;0;"simpleselect animi voluptas";"simpleselect et voluptas";"simpleselect accusamus error";"simpleselect quis libero";0;0;;;
attr_247;pim_catalog_price_collection;attr_gr_2;0;"price_collection doloribus voluptatem";"price_collection eaque sapiente";"price_collection rerum incidunt";"price_collection maiores quasi";0;0;;;
attr_248;pim_catalog_number;attr_gr_18;0;"number velit esse";"number reiciendis quo";"number beatae sapiente";"number alias incidunt";1;0;;;
attr_249;pim_catalog_metric;attr_gr_13;0;"metric omnis nobis";"metric voluptas omnis";"metric sint unde";"metric quam magnam";0;0;;Length;METER
