sku;family;attr_43-en_US-ecommerce;attr_43-en_US-ecommerce-unit;attr_43-en_US-print;attr_43-en_US-print-unit;attr_51;attr_51-unit;attr_94;attr_53;attr_23;attr_85;attr_87;attr_87-unit;attr_49;attr_40;attr_9;attr_17;attr_64;attr_64-unit;attr_29-USD;attr_93;attr_78;attr_10;attr_59-en_US;attr_80;attr_70-USD;attr_8;attr_5;attr_30;attr_18;attr_18-unit;attr_38-USD;attr_56-en_US;attr_56-en_US-unit;attr_60;attr_27;attr_13;attr_46;attr_3;attr_83-en_US-ecommerce;attr_83-en_US-print;attr_55;attr_57;attr_72;attr_96-USD;attr_76;attr_25;attr_21;attr_95;attr_95-unit;attr_7;categories;attr_50-USD;attr_84;attr_81;attr_32;attr_47-en_US;attr_20;attr_89;attr_52;attr_48-USD;attr_90;attr_28;attr_33-USD;attr_67;attr_88;attr_79;attr_66;attr_68;attr_54;attr_86;attr_0-USD;attr_75;attr_44;attr_44-unit;attr_62;attr_14-en_US;attr_58;attr_73;attr_92-en_US;attr_65;attr_39;attr_63;attr_98;attr_34;attr_34-unit;attr_99-ecommerce;attr_99-print;attr_45;attr_45-unit;attr_35;attr_82;attr_77;attr_6-en_US;attr_2;attr_37;attr_26;attr_69;attr_1;attr_1-unit;attr_11;attr_91-en_US-USD;attr_41;attr_22;attr_4;attr_61;attr_31;attr_16-en_US;attr_24;attr_36;attr_15;attr_15-unit;attr_74;attr_12;attr_71;attr_97;attr_19;attr_19-unit;attr_42
id-613;fam_4;;;;;;;;attr_opt_attr_5321;1996-09-10;;;;;;;;202;METER;;0;;;;;687;;;1;647;METER;;131;METER;;;745;;;;;;;"Voluptatem tempore necessitatibus aut labore ut quia aut.";400;;;;;;attr_opt_attr_758;master_5_0_0,master_3_0_0;;;;;;;"Est tenetur nostrum in laboriosam.";;;;;;;0;1994-01-03;;;;0;;;;;;;;;;;;;;607;METER;;;192;METER;;attr_opt_attr_8229;;;;;;291;299;METER;;806;1985-05-02;;854;;;;;;;;;;0;;;;2009-06-26
id-614;fam_15;;;;;;;;;1992-10-18;attr_opt_attr_85160;;;"Ut sed et ut itaque nihil optio facilis rem.";0;1992-07-24;;;;;1;;;;;;1;;;;;;692;METER;attr_opt_attr_6052;0;265;;;;;;attr_opt_attr_57183;"Rerum qui provident et est ut.";;;;921;665;METER;;master_0_1_1,master_1_1_4;;;;;;;;;506;;;;;;;;"Minus eligendi odio ab ducimus quaerat dolore optio.";;;;;;;;;;1;1973-08-01;;;;;779;METER;;;;;;attr_opt_attr_82119;;;"Minima fuga atque ullam odit iste ipsum.";;;;;;;934;2005-10-21;;;0;0;;;;;;;attr_opt_attr_1277;1;;;;
id-615;fam_2;211;METER;378;METER;;;;;;;;;"Sit qui architecto non deleniti aut reprehenderit rerum.";0;1973-08-27;;333;METER;709;1;;;;422;;0;;0;;;;;;;0;;647;;;;;attr_opt_attr_5722;;84;;attr_opt_attr_25182;;;;attr_opt_attr_7162;master_0_2_5,master_1_0_4;340;;;;;;;;;"Perferendis omnis quis nemo qui molestiae suscipit enim.";;;;0;;;;;;;;;;;attr_opt_attr_143;;0;1980-08-14;;;attr_opt_attr_6391;;;;;;;;;;;;;attr_opt_attr_3785;;;837;METER;;;2000-01-06;;160;0;0;;;0;;;;;;"Sequi adipisci excepturi omnis quia dolor.";;;1990-04-16
id-616;fam_2;594;METER;875;METER;;;;;;;186;METER;"Et eum suscipit totam qui velit.";0;1975-06-18;;575;METER;;1;;;;171;;0;;;78;METER;;241;METER;;;;353;;;;;;;860;;attr_opt_attr_25186;;;;;master_3_6_3,master_6_3_2;926;;;;attr_opt_attr_47188;;;;233;"Molestiae unde aut sed sed omnis nihil quibusdam dolores.";;;"Enim dolorem esse eum et id quis sed.";0;;;;;;;;;;;attr_opt_attr_14128;;1;;1;;attr_opt_attr_6358;;;;;;16;METER;;;;;;;;;825;METER;;;1973-03-10;;;0;;;1;1;;;;;;"Repudiandae culpa quaerat vero tenetur deleniti.";;;
id-617;fam_8;;;;;;;;;;attr_opt_attr_8548;;;"Consequatur voluptatem officia quibusdam tempore sequi ut.";0;;335;;;;;;;;180;;;;0;;;607;;;attr_opt_attr_6081;;92;;;;;;;;;;attr_opt_attr_25191;206;501;METER;attr_opt_attr_7176;master_5_5_1,master_2_0_1;;;;;;;;;;"Officiis id quidem rem inventore.";;514;"Minus corrupti ipsum est.";;;;;attr_opt_attr_548;;;;;;;attr_opt_attr_14186;;;1978-12-28;;;;;848;METER;;;;;;;;;;;"Natus vero ducimus quaerat praesentium.";;917;METER;;;;;541;;1;1972-07-02;0;0;;;;;1;;66;METER;
id-618;fam_4;;;;;;;attr_opt_attr_9486;attr_opt_attr_53122;2007-01-17;attr_opt_attr_8523;;;;;1990-01-11;;10;METER;;;;;;;476;;;1;537;METER;86;;;;;415;;;;;;;;;;attr_opt_attr_2560;;;;attr_opt_attr_7142;master_4_3_4,master_2_1_4;374;;;;;;"Reiciendis ab vel ab quisquam dolores.";;;;;;;1;1991-05-14;;;;1;;;;;;attr_opt_attr_1481;;;;;;;;411;METER;;;;;;attr_opt_attr_8238;;;;attr_opt_attr_37137;"Rerum aut et exercitationem ipsa illum debitis excepturi.";111;31;METER;;;1975-07-22;;20;;;;;;;;;;1;;;;1974-06-19
id-619;fam_8;;;;;;;;;;attr_opt_attr_8546;;;"Veniam quaerat enim sed at quis.";1;;875;;;;;;;;873;;;;0;;;;;;attr_opt_attr_6031;;327;;;;;;;;;;attr_opt_attr_25184;512;425;METER;attr_opt_attr_775;master_4_2_3,master_1_2_3;83;;;;;;"Ab magni saepe laboriosam rem.";;;;;479;;;;;;attr_opt_attr_54172;0;;;;;;attr_opt_attr_14162;;;1985-07-01;1;0;;;633;METER;;;;;;;;;;;"Perspiciatis nulla occaecati autem facilis at necessitatibus suscipit nisi.";;893;METER;;;;;230;;0;2015-01-01;0;;89;METER;;;1;"Vero totam qui aspernatur omnis voluptatem nihil tempora.";497;METER;
id-620;fam_6;;;;;;;;;1998-09-03;;;;"Enim repellat laborum delectus.";0;;988;43;METER;;0;;;;546;708;1;;;;;;;;;0;;;;;;;;"Nihil voluptate sapiente dolores corrupti beatae.";165;;;;;;;master_2_5_5,master_5_1_5;148;;;;attr_opt_attr_47145;;"Nihil aut aut et minus.";;;"Corrupti distinctio voluptatem voluptatem dolores rerum.";;;;;1972-06-13;;"Temporibus vero debitis quaerat quaerat et non eos.";;0;706;;689;METER;;;;;;1;;;;;;;;;;;attr_opt_attr_82137;;;;attr_opt_attr_37148;;491;664;METER;;;1991-07-25;;;;;;0;;;;;;;;;;
id-621;fam_17;190;METER;17;METER;;;attr_opt_attr_94149;attr_opt_attr_53125;1971-11-30;attr_opt_attr_8570;;;"Labore saepe non est at error ut.";1;2009-11-30;878;571;METER;417;0;;;;133;685;;;0;330;METER;992;;;attr_opt_attr_6067;1;624;215;;;;attr_opt_attr_5520;attr_opt_attr_57140;"Repellat assumenda assumenda rerum voluptatibus ipsa velit minima.";845;;attr_opt_attr_2523;237;;;attr_opt_attr_7150;master_4_0_6,master_4_1;;;;;attr_opt_attr_4756;;;;;;;;;;;;;;;563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-622;fam_3;577;METER;300;METER;;;attr_opt_attr_94118;;1974-07-17;;;;"Inventore incidunt voluptate voluptatibus facere quaerat temporibus.";;;570;502;METER;;;;;;;;;;0;;;132;;;;1;;501;attr_opt_attr_3173;;;attr_opt_attr_553;;;;;attr_opt_attr_25168;;;;attr_opt_attr_7137;master_0_1_3,master_1_2_3;508;;;;;;;;104;"Fuga impedit ut quibusdam facilis voluptatem.";;133;"Reiciendis delectus ut ex aut.";;2001-02-19;;"Aut facere excepturi eveniet.";;;;;433;METER;;attr_opt_attr_1478;attr_opt_attr_58177;;2014-10-08;1;0;;;;;;;;;;attr_opt_attr_8272;0;;"Nisi minus quia ut rerum debitis.";attr_opt_attr_37102;;181;;;;875;;;;1;;;0;;419;METER;;;;;;;1973-01-27
id-623;fam_13;304;METER;489;METER;268;METER;;attr_opt_attr_5314;;attr_opt_attr_8520;841;METER;;1;;264;;;;1;;;;648;879;;;;;;;;;;;75;68;attr_opt_attr_355;;;attr_opt_attr_5548;attr_opt_attr_57128;;;;;98;;;;master_4_4_2,master_0_5_2;384;;;;;;"Et voluptas est commodi ad et provident.";;;;;;"Et sed ipsa totam sed.";;1990-07-01;;;;0;;;;;;;attr_opt_attr_5848;;;1;;;;;;;;990;METER;;attr_opt_attr_8240;;;"Molestiae omnis quibusdam natus ipsum pariatur voluptatem.";;"Voluptates facilis placeat temporibus optio voluptatem praesentium laborum.";256;;;;;1989-04-02;;763;;;;;1;;;;;;"Totam odio facere vel libero sapiente explicabo in.";;;1998-02-21
id-624;fam_5;;;;;24;METER;;attr_opt_attr_5379;;;;;"Vel at suscipit qui odit culpa.";1;1983-09-18;55;191;METER;495;;;;;;;0;;1;;;485;54;METER;;0;81;750;;;;;attr_opt_attr_5739;;300;;;;;;attr_opt_attr_7191;master_5_5_0,master_1_1_3;;;;;attr_opt_attr_47182;;"Hic nihil et nulla ut quia amet enim.";;;"Quos exercitationem omnis dolorem non qui iste eos maxime.";;;;1;;;;attr_opt_attr_5493;;;;;;;;attr_opt_attr_5865;;;1;0;;;;;;;78;METER;;;1;;;;;;;;;471;;;281;0;1;;;;;;;;0;"Enim dicta sed voluptatem et voluptatem earum est.";976;METER;
id-625;fam_1;;;;;;;attr_opt_attr_94115;;;attr_opt_attr_8563;563;METER;;0;2001-03-10;196;;;;;;;;513;;;;1;;;;;;attr_opt_attr_6077;;458;;;;;;attr_opt_attr_5758;"Sequi dolorum non sed quam dicta.";;;;;;;;master_0_5_4,master_5_3;936;;;;attr_opt_attr_47108;;"Dolor qui voluptatum itaque eum provident reiciendis.";;;;;;;1;;;;;1;;;;;;attr_opt_attr_14103;;;;;;;;;;;;545;METER;;attr_opt_attr_82166;;;;attr_opt_attr_37105;"Aut sit assumenda ut quae.";;767;METER;;;;;444;1;;2005-08-31;0;;175;METER;;;1;;506;METER;
id-626;fam_18;311;METER;885;METER;;;attr_opt_attr_94188;;;attr_opt_attr_85194;;;;;;831;288;METER;;;;;;31;818;;;1;;;;559;METER;;;;;attr_opt_attr_369;;;;attr_opt_attr_57172;;;;;;790;METER;;master_3_6_1,master_6_0_3;;;;;;;"Exercitationem voluptates ut debitis quos.";;;;;642;"Sint magni accusamus eum dolor.";0;1972-03-23;;;attr_opt_attr_54149;0;;;;;;;attr_opt_attr_58162;1;1999-01-17;;0;attr_opt_attr_63172;"Eum officiis beatae totam eum eum adipisci quia omnis.";47;METER;;;44;METER;;attr_opt_attr_8236;;;;attr_opt_attr_37168;;;;;;;;;;;;;;;;;;;0;;;;
id-627;fam_9;115;METER;379;METER;;;attr_opt_attr_94196;attr_opt_attr_539;2014-08-19;;;;;;;;;;177;;;;;;713;;;0;;;;642;METER;;;;663;attr_opt_attr_3134;;;;attr_opt_attr_57180;;;;;269;;;;master_4_4_3,master_4_1_0;857;;;;;;"Sunt sint voluptas saepe doloremque.";;119;;;;;;2004-12-16;;"Cumque sit quibusdam quia.";;;;;884;METER;;;;0;1996-10-17;;0;attr_opt_attr_63106;;51;METER;;;189;METER;;;0;;"Earum ab culpa voluptas.";;;;632;METER;;;;;;;;;;;357;METER;;;0;;;;
id-628;fam_7;808;METER;441;METER;;;attr_opt_attr_94103;attr_opt_attr_5341;;;;;"Nesciunt sed ut est dolorem voluptas et.";1;2002-07-02;542;;;;;;;;;;1;;0;;;;;;;0;583;107;;;;;;;327;;attr_opt_attr_25168;591;729;METER;attr_opt_attr_7154;master_5_2_0,master_0_5_4;677;;;;attr_opt_attr_47176;;"Totam et qui ex omnis rerum.";;;;;;;0;;;"Deserunt reprehenderit totam laborum.";;;;;379;METER;;;;1;;;;attr_opt_attr_63148;"Recusandae at quis voluptatem velit facere exercitationem.";;;;;;;;;1;;"Exercitationem asperiores dolore qui enim dolorum est accusantium.";;"Recusandae et placeat quisquam iure et reiciendis.";;;;;;1988-04-03;;;;0;;0;;756;METER;;;1;;;;2008-09-13
id-629;fam_18;147;METER;849;METER;364;METER;;attr_opt_attr_53109;1970-07-05;attr_opt_attr_8514;;;;;;;576;METER;;;;;;23;862;0;;1;;;;799;METER;;;;544;attr_opt_attr_389;;;attr_opt_attr_55112;;;818;;;;555;METER;;master_1,master_6_3_2;;;;;;;;;;;;218;"In saepe nisi quia ex eius laudantium officia.";0;1988-02-29;;;;0;;;;;;;;1;2005-08-10;0;;attr_opt_attr_6316;;315;METER;;;703;METER;;attr_opt_attr_8294;;;;attr_opt_attr_37165;;;;;;;;;;;;;;;;;;;0;;;;
id-630;fam_2;569;METER;827;METER;;;;;;;938;METER;;;1983-05-07;;621;METER;10;1;;;;935;;;;1;887;METER;;;;;0;;7;attr_opt_attr_3159;;;;;;953;;;;;;;master_3_0_2,master_1_2_4;354;;;;attr_opt_attr_4770;;;;307;"Accusantium fugit porro explicabo.";;;"Provident cupiditate sed non.";0;;;;;;;;;;;;;1;2009-09-08;0;;attr_opt_attr_6396;;;;;;955;METER;;;;;;attr_opt_attr_37110;;;404;METER;;;1986-04-17;;742;0;1;;1;0;;;;;;"Saepe distinctio neque quae recusandae veritatis praesentium.";;;1999-05-14
id-631;fam_17;836;METER;669;METER;918;METER;attr_opt_attr_94138;;2008-11-26;attr_opt_attr_8541;291;METER;"Velit dolore voluptas laudantium molestias suscipit.";0;1977-02-19;;832;METER;;1;;;;507;413;;;0;29;METER;356;;;attr_opt_attr_6022;1;164;786;attr_opt_attr_325;;;attr_opt_attr_55171;attr_opt_attr_57158;"Autem et ex et rem hic.";512;;attr_opt_attr_2510;685;331;METER;;master_5_6_6,master_0_3_1;;;;;attr_opt_attr_47123;;"Eveniet omnis ut autem id.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;974;METER;;;;;;;
id-632;fam_19;;;;;;;attr_opt_attr_9467;;1999-11-28;;;;;;;959;846;METER;;;;;;536;;;;;;;;;;attr_opt_attr_60189;0;349;;;;;;;;753;;attr_opt_attr_2545;;601;METER;attr_opt_attr_7185;master_6_2_0,master_2_3_5;;;;;attr_opt_attr_47165;;;;395;"Consequatur est molestias rerum perferendis sapiente provident quod.";;581;"Hic fugiat qui culpa odit nobis.";0;1974-03-28;;"Et aut dignissimos ipsam non rem impedit.";attr_opt_attr_54179;0;733;;363;METER;;attr_opt_attr_1412;attr_opt_attr_5891;1;;;;;;;;;;;;;attr_opt_attr_8235;;;;;;;;;;55;;;;1;;;0;;;;;;;;;;
id-633;fam_11;;;;;;;attr_opt_attr_9456;;;attr_opt_attr_85118;;;;0;;;;;483;0;;;;942;;;;0;;;;;;;;;;;;;;;"Exercitationem porro ipsam quia aut.";853;;;674;467;METER;;master_0_0_3,master_4_5_0;525;;;;;;"Nihil nam qui sit omnis pariatur sequi.";;;;;;"Nihil numquam ipsum eligendi et voluptatem.";1;1974-05-19;;;attr_opt_attr_5471;0;690;;;;;;;0;2012-11-18;1;;;;775;METER;;;490;METER;;;;;;;;;450;METER;;816;;;;1;;2001-08-14;1;;166;METER;;;;"Quod amet autem officiis.";;;1987-03-13
id-634;fam_18;629;METER;961;METER;841;METER;attr_opt_attr_9473;;1985-09-14;;;;;;;;668;METER;;;;;;282;86;;;0;;;;836;METER;;;;766;attr_opt_attr_37;;;;attr_opt_attr_57140;;;;;;;;;master_5_2_6,master_3_2_3;;;;;;;"Deleniti et quia consequatur.";;;;;185;"Quos eum magni doloremque libero praesentium.";1;2015-07-03;;;;;;;;;;;;0;1983-04-05;0;1;attr_opt_attr_632;"Enim dolorum non rerum dolor nostrum.";799;METER;;;114;METER;;attr_opt_attr_82196;1;;"Nemo repellat quis nesciunt voluptas vero ut commodi.";attr_opt_attr_37191;;;;;;;;;;;;;;;;;;;;;;;
id-635;fam_11;;;;;;;attr_opt_attr_9440;;;attr_opt_attr_8545;;;;0;;927;;;433;1;;;;711;;;;0;;;920;;;;;;;;;;;;"Et non et praesentium libero cumque molestiae omnis.";843;;;480;978;METER;;master_4_0_6,master_2_0_0;180;;;;;;;;;;;;"Qui deleniti quaerat voluptas maiores consequuntur aut.";;1980-06-21;;;attr_opt_attr_54181;0;516;;;;;;;1;1986-05-23;0;;;;19;METER;;;997;METER;;;;;;attr_opt_attr_3790;;;;;;686;;;187;0;;2007-10-05;0;;389;METER;;;;"Officiis iste sequi reprehenderit laudantium quia.";;;1986-09-27
id-636;fam_5;;;;;;;;attr_opt_attr_539;;;;;;1;2011-05-18;;111;METER;357;;;;;;;1;;;;;998;463;METER;;1;63;20;;;;;;;149;;;;;;;master_3_4,master_0_1;332;;;;attr_opt_attr_4765;;;;880;"Eos nisi hic magni in aut eum recusandae.";;;;0;;;;attr_opt_attr_5469;;;;650;METER;;;attr_opt_attr_58197;;1972-09-08;0;1;;;;;;;;;;attr_opt_attr_82187;0;;;;;;;;;980;;;;1;0;;;;;;;attr_opt_attr_1220;1;"Voluptas nesciunt itaque temporibus.";;;
id-637;fam_10;;;;;;;;;;attr_opt_attr_85150;91;METER;;;1970-08-05;361;711;METER;24;;;;;;107;1;;;230;METER;;33;METER;;;;831;attr_opt_attr_388;;;;attr_opt_attr_57168;;;;;;163;METER;;master_3_0_5,master_2_4_2;;;;;;;;;707;;;505;"Voluptatem consequuntur fugiat tempora doloremque impedit.";;;;;attr_opt_attr_54130;0;;;;;;attr_opt_attr_1461;attr_opt_attr_5810;0;;;;;;;;;;;;;attr_opt_attr_8248;;;;;;;;;;;;;;0;;;;0;;;;;;;;;
id-638;fam_10;;;;;219;METER;;;;attr_opt_attr_8564;304;METER;"Alias voluptatum ut dolorum qui nobis rerum omnis.";;2009-12-18;167;;;896;;;;;;225;0;;;688;METER;;832;METER;;;;181;;;;;attr_opt_attr_5797;;;;;867;535;METER;;master_6_1_6,master_4_4;;;;;;;"In eligendi quia quidem temporibus consequuntur occaecati rerum similique.";;;"Culpa fuga animi est ut sapiente ratione eligendi.";;817;"Sed modi ut tenetur a enim.";;;;;attr_opt_attr_54162;1;;;;;;attr_opt_attr_14197;;;2011-08-07;;;;"Tempore aperiam repudiandae quae rem et minima.";;;;;928;METER;;;;;;;;;;;;;;;;;;2009-06-11;;1;;;;attr_opt_attr_12193;;;;;
id-639;fam_10;;;;;797;METER;;;;attr_opt_attr_85157;831;METER;"Est nam hic ut est in.";;;;;;50;;;;;;;0;;;940;METER;;286;METER;;;;668;attr_opt_attr_3155;;;;attr_opt_attr_57121;;;;;327;671;METER;;master_3_1_5,master_2_0_1;;;;;attr_opt_attr_4730;;"Quasi accusamus ratione perferendis ab.";;345;"Doloribus cum consectetur saepe nihil sit.";;49;"Dolorem voluptate velit vel itaque et animi sint.";1;;;;;1;;;;;;attr_opt_attr_14116;attr_opt_attr_5884;1;1980-02-03;;;;"Maiores quia ab aut.";;;;;756;METER;;attr_opt_attr_824;0;;;;;;;;;;;;;1;;2009-08-05;;1;;;;attr_opt_attr_12151;;;;;
id-640;fam_19;374;METER;394;METER;;;attr_opt_attr_94188;;1984-02-11;attr_opt_attr_8526;;;;;;456;101;METER;;;;;;20;;;;;980;METER;;;;attr_opt_attr_6042;;859;;attr_opt_attr_342;;;;attr_opt_attr_57117;;556;;;;213;METER;attr_opt_attr_735;master_2_1_1,master_6_6_1;;;;;;;;;11;;;;"Maxime incidunt illum debitis qui hic aliquid.";0;;;"Sit repellendus et id.";;0;;;740;METER;;;attr_opt_attr_58106;1;;;;;;;;;;;;;attr_opt_attr_821;;;;;;;;;;;;;;0;;;0;;;;;;;;;;
id-641;fam_18;886;METER;900;METER;203;METER;attr_opt_attr_9437;attr_opt_attr_53185;1980-01-22;attr_opt_attr_8584;;;;;;219;349;METER;;;;;;222;;0;;;;;;532;METER;;;;804;attr_opt_attr_3166;;;attr_opt_attr_5527;;;855;;;;873;METER;;master_5_6_2,master_1_6;;;;;;;"Aliquid quas nobis voluptas sit quia quam officiis.";;;;;557;"Eos omnis quia eaque rerum.";;2015-03-15;;;attr_opt_attr_54165;;;;;;;;attr_opt_attr_5812;0;1992-01-17;;;attr_opt_attr_63176;"Illum et autem ratione quo at voluptas.";485;METER;;;319;METER;;attr_opt_attr_8296;0;;"Consequatur cupiditate earum amet laborum.";attr_opt_attr_3730;;;;;;;;;;;;;;;;;;;;;;;
id-642;fam_1;;;;;;;attr_opt_attr_94163;;;attr_opt_attr_85166;381;METER;;;1995-03-04;973;;;;;;;;540;;;;0;;;;;;attr_opt_attr_6021;;556;;;;;;attr_opt_attr_5750;"Officia est reiciendis cumque itaque ut.";;;;;;;;master_6_1_1,master_3_1_4;395;;;;attr_opt_attr_47158;;"Rem explicabo occaecati quis sit et pariatur.";;;"Provident voluptatem esse repellendus et non dolore quidem.";;;;1;;;"Doloremque minima minus veniam saepe architecto corrupti.";;0;;;;;;attr_opt_attr_14119;;;1996-11-21;;0;;;;;;;252;METER;;attr_opt_attr_8236;;;;;"Itaque sit nihil adipisci vel esse optio veritatis.";;634;METER;;;;;510;1;;2012-09-19;1;;677;METER;;;1;"Corrupti sit asperiores fuga minima.";730;METER;
id-643;fam_11;;;;;;;;;;;;;;1;;15;;;412;;;;;677;;;;;;;;;;;;;;;;;;;"Expedita non dolor sint.";963;;;328;342;METER;;master_3_3_3,master_6_4_5;591;;;;;;"Pariatur expedita asperiores inventore amet.";;;;;;"Et ut suscipit dolor distinctio.";0;1995-06-27;;;attr_opt_attr_5464;1;767;;;;;;;;;;;;;294;METER;;;556;METER;;;;;;attr_opt_attr_3759;;;239;METER;;596;;;470;1;;2007-02-22;0;;130;METER;;;;"Accusantium consectetur ratione suscipit veniam unde.";;;1988-11-19
id-644;fam_18;409;METER;673;METER;410;METER;attr_opt_attr_9427;;1987-03-04;attr_opt_attr_85117;;;;;;68;175;METER;;;;;;;;;;1;;;;613;METER;;;;15;attr_opt_attr_3163;;;attr_opt_attr_55122;attr_opt_attr_5787;;616;;;;484;METER;;master_3_5_4,master_6_6_5;;;;;;;"Reprehenderit necessitatibus tempora quam neque molestiae eos sed.";;;;;3;"Mollitia consequatur corrupti ut voluptas.";1;2012-12-17;;;attr_opt_attr_5456;;;;;;;;attr_opt_attr_5812;0;1991-10-27;1;0;attr_opt_attr_63196;"Illum dignissimos sapiente tempore odio.";182;METER;;;609;METER;;attr_opt_attr_8242;0;;;;;;;;;;;;;;;;;;;;;;1;;;;
id-645;fam_6;;;;;;;;;;;;;;0;;784;255;METER;;0;;;;817;591;0;;;;;774;954;METER;;1;822;;;;;attr_opt_attr_5555;;"Iure quisquam ipsam doloribus quae dicta.";945;;;;;;;master_3_6,master_2_4_1;49;;;;attr_opt_attr_4796;;"Sunt illum vero commodi vitae.";;;"Quos delectus totam et est laborum.";;;;;1991-11-12;;;;0;;;;;;;;;1973-10-30;1;;;;;;;;;;;;;;;attr_opt_attr_37180;;110;203;METER;;;1995-10-11;;;1;;;1;;;;;;;;;;
id-646;fam_12;;;;;;;;;1973-05-14;;697;METER;;;;;;;;;;;;172;;1;;;;;625;;;attr_opt_attr_6036;;;;attr_opt_attr_394;;;attr_opt_attr_5580;attr_opt_attr_5785;;;;;213;;;;master_1_3_6,master_4_6_1;;;;;attr_opt_attr_47183;;"Ut quia iusto quos excepturi quos eaque sit nesciunt.";;;;;;"Quod illum a sint sed vel est.";;2011-03-10;;;attr_opt_attr_54104;1;834;;303;METER;;attr_opt_attr_1474;;1;;;;attr_opt_attr_6338;"Eum quis laudantium vero debitis voluptatem a sequi quos.";;;;;;;;;;;;;"Rerum laboriosam labore tempore non ducimus consequuntur beatae.";528;;;;;1971-09-10;;;;;;;;788;METER;;;;"Expedita distinctio ea nam et.";;;
id-647;fam_12;;;;;193;METER;;;1975-11-11;;465;METER;;;;;89;METER;;;;;;181;;1;;;;;562;;;attr_opt_attr_6026;0;803;;attr_opt_attr_36;;;attr_opt_attr_5537;attr_opt_attr_57130;;828;;;712;;;;master_2_6_2,master_0_0_1;;;;;attr_opt_attr_47100;;"Similique architecto ratione nobis dolorem necessitatibus.";;;;;;"Incidunt sit perferendis cum ipsa earum assumenda.";;1992-06-16;;;attr_opt_attr_54118;0;51;;294;METER;;attr_opt_attr_14111;;1;2002-08-24;;;attr_opt_attr_6310;;609;METER;;;;;;;;;;;"Illum a provident qui odio natus ut.";;;;;;1983-03-23;;;;;;;;271;METER;;attr_opt_attr_1280;;"Quo alias saepe rerum et.";;;
id-648;fam_4;;;;;;;attr_opt_attr_94162;attr_opt_attr_5378;2003-07-20;attr_opt_attr_85134;568;METER;;;2000-07-03;;649;METER;;0;;;;;;;;1;413;METER;603;558;METER;;;390;;;;;;;"Quia voluptatem distinctio et facere dolor consequatur ratione.";283;;;;;;attr_opt_attr_7139;master_4_4_3,master_2_6_5;37;;;;;;"Iusto nisi sunt harum reprehenderit voluptatem fuga.";;;"Dolorum est et maxime sit earum.";;;;1;1975-12-20;;;;1;;;;;;attr_opt_attr_14195;;;;;0;;;;;;;;;;;;;;attr_opt_attr_3756;"Est recusandae consequatur consequuntur dicta consectetur.";;91;METER;;944;2015-03-26;;246;;;;;;;;;;;;;;1993-07-31
id-649;fam_9;383;METER;377;METER;;;attr_opt_attr_94178;attr_opt_attr_5367;1985-10-27;;;;;;;;;;268;0;;;;;539;1;;;;;;298;METER;;;;620;attr_opt_attr_3179;;;;attr_opt_attr_57144;;;;;602;659;METER;attr_opt_attr_7189;master_3_2_6,master_6_6_2;;;;;attr_opt_attr_47113;;"Quia reiciendis id eum aliquam quas quia distinctio.";;;;;;;;2007-07-31;;"Esse atque quis et.";;;;;508;METER;;;;;;1;0;attr_opt_attr_63193;"Deserunt in illum nulla eum tenetur veritatis.";;;;;482;METER;;;0;;"Inventore perspiciatis non consequuntur quas hic.";attr_opt_attr_37163;;;;;;;1979-12-03;;;;;;;;;;;attr_opt_attr_12196;0;;;;
id-650;fam_14;990;METER;376;METER;643;METER;;attr_opt_attr_53105;;attr_opt_attr_85103;578;METER;;;;;;;750;0;;;;;;;;;;;;;;attr_opt_attr_6078;1;;;attr_opt_attr_3110;;;;;"Voluptas ut sed qui at.";;;attr_opt_attr_2575;590;160;METER;;master_2_5_6,master_1_6_5;;;;;;;"Totam ut nemo qui dignissimos odio impedit atque.";;256;;;212;"Voluptatibus vel sint quas cum exercitationem.";;;;;;;;;;;;;attr_opt_attr_5871;1;2008-02-15;0;1;attr_opt_attr_63172;;;;;;;;;;;;;attr_opt_attr_3747;"Distinctio ab facilis voluptate maxime laudantium aut optio.";;;;;145;;;446;;;;1;;;;;attr_opt_attr_124;;"Aut voluptatum et quisquam aut quasi id recusandae est.";;;
id-651;fam_6;;;;;;;;;1995-05-29;;;;"Quia consequatur minima inventore aliquid et.";;;222;108;METER;;0;;;;50;981;0;;;;;;;;;;;;;;;;;"Fugit libero mollitia odit fugit ea voluptatem.";829;;;103;;;;master_0_3_1,master_4_4;979;;;;attr_opt_attr_47146;;;;;"Quae quasi consectetur ut quod.";;;;;1979-11-27;;"Asperiores et unde quaerat.";;1;;;219;METER;;;;;1979-12-15;;;;;;;;;;;;;;;;;;;241;METER;;;1982-11-17;;;;;1978-07-15;1;;;;;attr_opt_attr_1240;;;;;
